날짜,시가,고가,저가,종가,거래량
2017-06-19,318000,319000,307000,307000,203404
2017-06-20,304500,305500,299500,300500,167959
2017-06-21,302000,307000,301000,305000,129925
2017-06-22,308500,308500,302000,308000,113216
2017-06-23,311500,321500,311000,318500,222904
2017-06-26,318000,318000,309000,309000,101794
2017-06-27,309500,321000,309000,314500,150648
2017-06-28,314000,318500,310000,311000,77160
2017-06-29,310000,310000,301500,302500,178730
2017-06-30,303500,309000,303000,304000,130839
2017-07-03,307000,311500,306000,311500,88170
2017-07-04,309500,313500,307000,308500,75142
2017-07-05,304500,306500,298500,299500,194425
2017-07-06,300000,301000,294000,295500,180608
2017-07-07,291000,292000,286000,288000,161737
2017-07-10,284000,286000,279000,281500,163314
2017-07-11,281500,289000,280500,283000,200552
2017-07-12,284000,292000,283000,287500,138990
2017-07-13,291000,292000,288000,289000,131364
2017-07-14,291000,294500,286500,294500,231111
2017-07-17,299000,301500,290500,291500,116052
2017-07-18,293500,297000,291500,296000,102248
2017-07-19,296500,304000,294500,303500,145101
2017-07-20,304500,305000,299500,300000,83292
2017-07-21,299000,299500,293000,293500,137082
2017-07-24,294000,296000,289500,290500,184827
2017-07-25,285500,290000,284500,287500,301158
2017-07-26,284000,297000,283000,284000,424446
2017-07-27,285000,293500,282500,291500,160416
2017-07-28,290000,296500,289000,291000,144136
2017-07-31,287000,288500,281000,283500,138470
2017-08-01,281500,285000,278500,280500,143446
2017-08-02,281000,288500,280000,287000,162189
2017-08-03,287500,288000,281500,283500,110465
2017-08-04,281500,286000,279500,279500,123450
2017-08-07,280500,283500,279500,282000,59173
2017-08-08,281000,283500,280000,280000,50480
2017-08-09,279500,282000,277000,282000,64576
2017-08-10,280000,287000,279500,280500,129383
2017-08-11,279000,281000,278000,280000,90645
2017-08-14,282000,282500,278500,280000,50721
2017-08-16,280000,281500,279000,280500,119603
2017-08-17,280000,281500,279000,280000,59299
2017-08-18,280000,284000,279000,280000,55374
2017-08-21,282500,282500,279000,280000,49735
2017-08-22,280000,282000,279500,280000,55902
2017-08-23,280000,281500,279500,280500,61080
2017-08-24,281000,297500,280500,295000,305933
2017-08-25,294500,294500,287500,291000,128258
2017-08-28,290000,296000,288500,295500,102936
2017-08-29,295000,298500,291500,294000,172830
2017-08-30,292000,292500,286000,288000,202018
2017-08-31,289500,292000,287000,288000,109129
2017-09-01,289500,293000,288500,289000,151592
2017-09-04,284000,289000,282500,287000,97526
2017-09-05,287000,287000,282500,284500,131056
