날짜,시가,고가,저가,종가,거래량
2017-06-13,445500,449000,444000,449000,32804
2017-06-14,446500,449000,440500,444000,56079
2017-06-15,440500,442500,439000,440000,56930
2017-06-16,439500,441000,436000,437500,37673
2017-06-19,436000,436500,428000,429000,60264
2017-06-20,430000,433000,427500,433000,47468
2017-06-21,430000,435500,428000,433000,28530
2017-06-22,432000,437000,431000,437000,30046
2017-06-23,438000,439000,434500,439000,54045
2017-06-26,439500,441000,438500,440000,40932
2017-06-27,438000,438500,434000,434000,68795
2017-06-28,433500,447000,433000,444000,76290
2017-06-29,445000,453000,445000,450500,72492
2017-06-30,449500,456000,448500,456000,69860
2017-07-03,456000,467500,456000,463500,77188
2017-07-04,464500,465500,453500,455500,34498
2017-07-05,453000,460000,451500,454000,27836
2017-07-06,452500,459500,452000,457000,34740
2017-07-07,454000,461000,450500,458000,42576
2017-07-10,458000,460500,456000,460000,30627
2017-07-11,461000,462000,458500,460500,36001
2017-07-12,461000,461500,456500,458000,36977
2017-07-13,459000,469500,457000,466000,57383
2017-07-14,465000,465000,460000,462000,30578
2017-07-17,464500,464500,460500,463500,29240
2017-07-18,463500,464000,456500,457000,33506
2017-07-19,455500,458000,452000,454500,44725
2017-07-20,454500,455000,449500,453500,46166
2017-07-21,450000,454500,442500,445000,82821
2017-07-24,445000,454000,444000,446500,70959
2017-07-25,445500,468000,445000,467500,138557
2017-07-26,473000,487500,470500,483000,142733
2017-07-27,483000,495000,480000,491500,95812
2017-07-28,492500,493500,488000,492500,47911
2017-07-31,493000,498500,488500,493500,52656
2017-08-01,493500,495000,487000,493500,56042
2017-08-02,491500,491500,482000,486500,56524
2017-08-03,482000,488000,480500,487000,34947
2017-08-04,490000,497000,484500,491500,52005
2017-08-07,494000,496000,489000,495000,45056
2017-08-08,499000,503000,493500,496000,61591
2017-08-09,500000,503000,496500,498500,71677
2017-08-10,498500,501000,488000,488500,51607
2017-08-11,487500,490500,477500,479500,50037
2017-08-14,480500,485500,478500,482000,23840
2017-08-16,485000,486000,474500,477500,35646
2017-08-17,492000,504000,491500,500000,80097
2017-08-18,500000,503000,496000,501000,35413
2017-08-21,505000,505000,498000,501000,40447
2017-08-22,503000,509000,500000,501000,36795
2017-08-23,505000,505000,487500,491000,43363
