날짜,시가,고가,저가,종가,거래량
2017-06-09,56700,58400,56500,58300,4799560
2017-06-12,57200,57900,56800,57500,2650404
2017-06-13,57700,58900,56900,58800,3431811
2017-06-14,59200,60000,58800,59300,4441904
2017-06-15,59300,61000,59300,60600,4549233
2017-06-16,61100,61600,59900,60500,3932203
2017-06-19,61300,63200,61300,62800,5315543
2017-06-20,64700,65400,63700,64000,6519471
2017-06-21,63300,66300,62900,64800,5650669
2017-06-22,66500,66500,64500,65000,4977159
2017-06-23,64500,65400,63500,65000,3189590
2017-06-26,65000,67500,65000,67500,3516630
2017-06-27,68200,69600,67000,69200,4951341
2017-06-28,68100,69200,66800,67200,5520578
2017-06-29,67900,68800,67100,68500,3702501
2017-06-30,67400,67800,67000,67400,3230282
2017-07-03,66500,66900,65500,66300,3763473
2017-07-04,65900,67100,65300,65800,2895782
2017-07-05,65600,68200,65300,68000,4557456
2017-07-06,69000,69400,67500,68100,4048922
2017-07-07,67600,68400,66100,66600,3242213
2017-07-10,67000,67500,65700,67300,2667048
2017-07-11,67400,69000,66900,69000,3187332
2017-07-12,68700,69500,68400,68900,3462150
2017-07-13,69500,71900,69200,70600,5432312
2017-07-14,71400,72200,70700,71100,2931832
2017-07-17,71800,71900,70200,71200,2804598
2017-07-18,70700,71800,70600,70800,2066194
2017-07-19,71200,71200,70000,71000,2009799
2017-07-20,71400,71700,70800,71300,1647153
2017-07-21,70800,71300,70300,71200,1599111
2017-07-24,71300,73000,71000,73000,3598173
2017-07-25,72900,73000,70100,70400,6028435
2017-07-26,69600,69900,66700,66800,9659618
2017-07-27,66800,69500,66800,68400,6177375
2017-07-28,67800,67900,64200,64600,8093780
2017-07-31,63700,66000,63700,66000,4769724
2017-08-01,65300,66500,64700,65500,3744523
2017-08-02,67900,68200,66600,68000,4161592
2017-08-03,67900,67900,65200,65500,4992104
2017-08-04,65100,66100,63200,64000,5938549
2017-08-07,64000,65000,63700,64100,3518575
2017-08-08,64900,66400,64800,66300,4372768
2017-08-09,65400,65400,64000,64200,4037319
2017-08-10,63700,64600,63200,64400,4474120
2017-08-11,62000,63000,61400,61400,6664578
2017-08-14,63000,65100,62300,65100,5239246
2017-08-16,67200,67300,65800,66100,4714899
2017-08-17,66800,67300,66100,66400,3709768
2017-08-18,64900,67300,64800,67000,3130891
2017-08-21,67300,67800,66600,67200,2570150
2017-08-22,67400,68200,67200,68200,2208365
