날짜,시가,고가,저가,종가,거래량
2017-06-08,36000,36380,35780,36380,46221
2017-06-09,36380,37200,36240,37160,44451
2017-06-12,36760,36800,36340,36700,21078
2017-06-13,36700,36800,36500,36680,28153
2017-06-14,36800,37020,36560,36780,31445
2017-06-15,36840,37180,36580,36840,48750
2017-06-16,36600,37100,36600,37060,36011
2017-06-19,37180,37560,36960,37460,28110
2017-06-20,38000,38440,37800,38420,41354
2017-06-21,38360,38480,37740,38020,31271
2017-06-22,38240,38400,37820,38000,32472
2017-06-23,37940,38080,37580,37980,29603
2017-06-26,38000,38340,38000,38300,24596
2017-06-27,38100,38460,38100,38420,27996
2017-06-28,38020,38240,37240,37620,41190
2017-06-29,37940,38100,37920,38000,26733
2017-06-30,37660,37660,37200,37240,43976
2017-07-03,37340,37640,36820,37400,31580
2017-07-04,37320,37600,36840,36980,15456
2017-07-05,36840,37340,36580,37320,25679
2017-07-06,37700,37900,37440,37900,18473
2017-07-07,37740,37920,37460,37640,25089
2017-07-10,37840,38400,37740,38360,27493
2017-07-11,38480,38580,38300,38580,21571
2017-07-12,38880,38940,38700,38840,30444
2017-07-13,38920,40000,38920,39740,50165
2017-07-14,40000,40280,39400,39580,49669
2017-07-17,39960,40400,39860,40400,38669
2017-07-18,40300,40300,39900,40020,36025
2017-07-19,39800,40120,39400,40100,45177
2017-07-20,40200,40500,39880,40420,35284
2017-07-21,40480,41120,40220,41120,56922
2017-07-24,40700,41000,40460,40760,32246
2017-07-25,40340,40560,40000,40060,30846
2017-07-26,39800,39820,39200,39560,43231
2017-07-27,39700,40180,39380,39880,29474
2017-07-28,39860,39860,38000,38400,84712
2017-07-31,38220,38800,37360,38620,37528
2017-08-01,38600,38900,38319,38440,44445
2017-08-02,38500,39180,38480,39180,27887
2017-08-03,39180,39200,37260,37540,72665
2017-08-04,38340,38380,37540,37580,30036
2017-08-07,37620,38040,37580,37880,12053
2017-08-08,38299,38560,38120,38400,31710
2017-08-09,38380,38380,37000,37420,48473
2017-08-10,37420,37420,36500,37080,39028
2017-08-11,36700,36700,35760,36000,46077
