000270,000660,000810,003490,003550,003670,005380,005490,005930,005935,006400,009150,009830,010130,010950,011070,011200,012330,015760,017670,018260,024110,028260,030200,032830,033780,034020,034730,035420,035720,036570,051900,051910,055550,066570,068270,086790,090430,096770,105560,207940,259960,302440,316140,323410,329180,352820,361610,373220,377300
82428.45375,109659.90638766519,207044.54918032786,31904.91997975157,81297.38880607844,152361.43807884402,192239.36011904763,300034.788213628,69441.94957983194,65075.50939663699,647614.2900302118,169307.43957703927,39370.35758855218,596985.3507565336,110859.28089887642,387029.7881861574,30564.2894030159,219979.7629310345,21132.617948717947,58753.08056816518,131578.9552238806,10714.165931156223,114917.08860759494,37390.80024509804,63440.47821969696,80195.70032573289,20955.302525787567,240203.19556451612,310425.35971223016,93125.33294277177,437530.1204819277,656565.8823529412,621163.6466165414,39435.424698795185,112500.12434509257,167573.20531898947,48258.42105263158,139109.63203463203,239707.18677940045,60613.351351351346,888309.8526036293,254810.0,109820.64516129032,15027.899377593363,36088.912180052954,129134.99999999997,177916.7868114988,106555.45112781956,411813.71352785145,77017.84956843403
83333.62375,115003.25991189426,212524.67213114753,33487.56863050505,82853.67067234762,165690.09419095182,198191.29464285713,309949.35543278087,72933.47899159665,67373.11572700295,695435.01510574,176762.6888217523,39466.468208573395,623181.0453920221,109286.42696629216,390501.04415274446,31094.123115058872,224563.12500000003,20930.720512820513,61232.76011129009,131381.58582089553,10726.610767872904,116357.91139240506,37789.88112745098,63238.655303030304,79760.77361563517,22005.264588792867,242628.47782258067,344599.8561151079,101185.74773232927,450451.364280652,674958.9619377162,643356.6165413534,38961.569277108436,118034.2577715683,177636.31814274765,50011.672064777325,139169.3722943723,249341.1990776326,63172.56404230317,908082.1621471576,254275.0,109162.58064516129,15614.8755186722,35988.42012356575,128064.99999999996,180227.32188574356,106912.59398496241,412127.1618037135,77163.36498150432
83366.43375,115003.71696035241,212659.50819672132,33534.763054398194,82859.76369560343,167700.5618726664,198320.6845238095,310272.24677716393,73079.52941176473,67729.59446092976,695332.7794561933,176574.79229607256,39477.69977536971,623806.7125171941,109195.28089887643,393240.4683770883,31149.338979549684,224971.7456896552,20941.53076923077,61239.55776834091,131449.14179104476,10728.19947043248,116479.05063291139,37789.88112745098,63227.5,79768.50977198697,22032.85354892668,242753.70967741936,345897.2661870503,101279.0063191985,453115.2551381999,685927.6816608997,652462.4812030074,39002.6453313253,118449.20712539295,177716.34904807882,50023.161943319836,139359.7943722944,248880.22674865488,63125.177438307874,908731.3117613716,251180.0,109785.80645161291,15694.496887966801,35919.35127978817,129164.99999999996,179549.9519054934,106781.01503759398,411468.1167108753,77363.27496917386
83594.17375,118310.46255506609,214905.4918032787,33792.07390677934,83262.83290902135,171833.18988507977,198933.22172619044,313304.4751381216,73733.243697479,68043.69930761622,713181.4199395769,181688.40634441085,39510.70935335593,641504.1540577717,109045.70786516856,393543.74999999994,31457.11629828548,226500.6681034483,20905.68205128205,61754.47942597745,131442.51865671642,10735.282436010591,116794.74683544303,37697.58088235294,63190.07102272727,79586.24592833876,22415.804627822694,243092.20766129033,363907.76978417265,105054.01167076973,462293.3203401842,673488.8581314879,659348.5338345864,38930.15060240964,120044.45686342998,180104.50785085128,50586.165991902824,139425.75757575757,250321.9254419677,63856.1410105758,912005.1872069523,250770.0,108667.09677419355,15870.669087136925,35952.330097087375,128734.99999999996,183471.86014190625,107114.66165413534,411797.63925729436,77452.41060419235
83612.75,118276.18392070486,214976.76229508198,33895.340913515836,83197.35450935905,172485.97136692045,198790.06696428568,313225.80110497243,73816.06722689077,68412.62116716123,713130.3021148036,181658.10045317217,39516.85008007654,642473.2324621733,108036.08988764048,394638.20107398566,31530.22619293534,226648.7931034483,20899.402564102562,61776.59686630547,131408.07835820896,10732.17122683142,116899.36708860757,37693.69240196078,63201.66666666667,79574.02280130293,22416.996130471147,243934.11290322582,361890.1438848921,105057.80977237718,462628.36640680366,680027.1280276817,664462.8571428572,38936.3313253012,121261.64163464899,179973.9635325336,50650.57894736842,139642.316017316,250538.48962336662,63925.70857814336,910507.1289879112,251935.0,109243.87096774194,15932.038381742734,35943.92983230362,129744.99999999997,183566.11147684883,107128.75939849624,411476.1538461538,77715.64858199754
83743.50749999999,119487.36233480176,215689.46721311475,34047.67143024027,83208.27218404147,172354.42224700574,198806.58482142858,313883.0570902394,73958.42016806724,68475.1730959446,720861.8731117824,184914.97356495468,39537.86367228936,643122.4209078404,107956.62921348317,394648.09069212415,31579.64780004131,227345.150862069,20862.83846153846,61827.05227705374,131364.3656716418,10731.178287731685,116983.79746835442,37679.16176470589,63173.19128787879,79521.10749185667,22620.18633955952,243979.98991935485,370481.65467625903,105214.16622125093,467228.3841247342,673576.124567474,667779.6992481203,38924.22740963855,122462.228431715,182916.08983116192,50786.02024291498,139700.8116883117,250563.23981552647,63883.36310223267,911624.4397561059,251800.0,109085.16129032258,15987.323651452276,36059.35569285084,129829.99999999997,184340.6351035038,108190.78947368421,411910.15915119357,77905.03699136867
83746.16124999999,119505.64427312775,215429.4262295082,34045.802344145486,83243.18869791186,172339.52989380786,198772.1726190476,313896.1694290976,74006.11764705884,68821.5628090999,721219.6978851962,184678.58761329306,39521.20504794193,643089.4910591472,107531.28089887643,394512.93257756566,31551.528609791363,227174.8922413793,20842.648717948716,61874.05183775077,131376.28731343284,10735.150044130627,117071.8987341772,37681.412990196084,63166.145833333336,79505.63517915309,22453.581644828548,244022.14717741936,370170.07194244605,105237.68406640424,467008.68178596743,668635.5017301039,665050.0,38937.74774096385,123535.5640936081,183468.70395582728,50817.18218623482,139644.8051948052,250688.53766333585,63837.32079905993,912236.1367306332,253670.0,110076.12903225806,16003.724066390034,36161.09223300971,129239.99999999997,188230.47033867313,108726.5037593985,411596.71087533154,77939.18249075215
83770.28624999999,119498.7885462555,215550.7786885246,34050.00778785874,83314.51819704784,171850.56429714395,199142.44791666666,313965.0092081031,74012.03361344538,68819.20870425321,729786.193353474,185335.21525679762,39465.431009380394,643545.8046767537,107549.9775280899,394117.3478520286,31723.99297665771,226829.2672413793,20813.874358974357,61940.404158734804,131388.20895522388,10737.334510150044,117048.03797468354,37643.34681372549,63137.670454545456,79472.21498371335,22552.501187621965,244002.30846774194,373990.7913669065,105296.67997867269,474116.05244507437,665863.1141868512,667177.105263158,38919.72063253012,124734.30667132378,186613.14991384227,50810.74089068826,139760.55194805196,250284.80015372788,63834.63219741481,912217.4167265806,255820.0,110517.41935483871,16005.575726141073,36125.00220653133,129399.99999999997,188818.26219735207,108717.1052631579,411918.19628647214,77912.38224414304
83797.54749999999,119331.96585903082,215377.4180327869,34022.43876796075,83340.66670184278,171728.94341269459,198880.91517857142,314114.16206261516,74041.243697479,68773.471810089,729304.8338368577,184591.7107250755,39466.62680172217,642510.8665749655,106996.08988764044,393883.2935560859,31570.61557529436,226883.75,20810.058974358974,61898.58837311466,131327.276119403,10733.031774051191,117013.16455696202,37651.94240196078,63135.17518939394,79469.73941368079,22538.118048508502,243916.75403225806,373594.928057554,105272.6038125831,475239.2806520198,673448.5813148789,664581.3157894737,38926.67394578313,124813.60810338805,186669.89816789946,50967.24696356276,139768.0194805195,249856.31245196,63868.239717978846,913281.6622201296,256235.0,110169.03225806452,16009.8080912863,36146.15842894969,128574.99999999997,192358.04915514594,107899.43609022557,411580.6366047745,77944.34401972873
