날짜,시가,고가,저가,종가,거래량
2017-06-12,24574,24574,23991,24121,532959
2017-06-13,23991,24574,23958,24186,661554
2017-06-14,24315,24445,23958,24445,745297
2017-06-15,24541,24574,24055,24121,399967
2017-06-16,24120,24153,23699,23895,512828
2017-06-19,23861,25125,23828,25126,1032867
2017-06-20,25417,25449,24477,24607,771189
2017-06-21,24834,24931,24315,24640,731786
2017-06-22,24834,25255,24574,24964,742648
2017-06-23,25028,25417,24866,24964,459292
2017-06-26,25384,25384,24412,24575,531947
2017-06-27,24445,24931,24445,24802,375782
2017-06-28,24736,24898,24477,24640,384878
2017-06-29,24672,25158,24672,25094,511785
2017-06-30,25060,25222,24834,25094,413404
2017-07-03,25125,25320,24055,24316,791253
2017-07-04,24347,24412,23278,23440,1522573
2017-07-05,23440,23861,23180,23862,827345
2017-07-06,24185,24185,23666,23797,623275
2017-07-07,23440,23893,22856,23278,1074694
2017-07-10,23440,23926,23375,23732,503379
2017-07-11,23666,23991,23375,23959,495604
2017-07-12,23991,24055,23407,23538,402467
2017-07-13,23634,23893,23472,23635,443394
2017-07-14,23634,23666,22726,22987,675640
2017-07-17,22985,23764,22953,23667,458400
2017-07-18,23796,24055,23764,23862,316032
2017-07-19,23991,24315,23861,24251,369961
2017-07-20,24315,24445,24055,24219,570864
2017-07-21,24185,24282,23731,23991,370531
2017-07-24,23991,24217,23893,24186,299501
2017-07-25,24217,24250,23342,23473,483361
2017-07-26,23602,23666,22402,22500,860548
2017-07-27,22597,23407,22532,23343,539296
2017-07-28,23342,23634,22726,23343,540311
2017-07-31,23212,23440,22985,23083,309618
2017-08-01,22921,23699,22888,23440,381148
2017-08-02,23602,24282,23569,24154,687328
2017-08-03,24153,24379,23116,23311,516888
2017-08-04,23342,23634,23309,23408,299658
2017-08-07,23278,23440,22953,23181,268143
2017-08-08,23147,24055,23147,23862,548699
2017-08-09,23796,24120,23731,23764,420642
2017-08-10,23634,23991,23245,23732,481343
2017-08-11,23309,23342,22370,22954,960817
2017-08-14,22921,23180,22694,23116,293985
2017-08-16,23212,23407,23018,23116,350260
2017-08-17,23116,23212,22921,22954,274606
2017-08-18,22629,22726,22013,22144,1057214
2017-08-21,21980,22013,20879,21398,1350222
2017-08-22,21462,21721,21105,21268,531207
2017-08-23,21397,21429,20910,21171,585893
2017-08-24,21332,21948,21300,21689,722723
2017-08-25,21786,21786,21429,21495,434318
2017-08-28,21624,21754,21267,21430,296394
2017-08-29,21300,21494,20943,21171,504863
2017-08-30,21267,21559,21235,21495,348973
2017-08-31,21527,21754,21365,21527,528637
2017-09-01,21494,21786,21365,21430,413851
2017-09-04,20586,21137,20586,20717,640338
2017-09-05,20781,20910,20586,20846,370852
2017-09-06,20879,20910,20554,20652,382256
2017-09-07,20716,20879,20554,20587,460676
2017-09-08,20619,20716,20262,20587,375230
2017-09-11,20813,21462,20684,21236,568569
2017-09-12,21365,21365,20975,21301,355770
2017-09-13,21267,21300,20813,21268,415686
2017-09-14,21105,21429,20975,21333,441578
2017-09-15,21072,21170,20879,21041,391987
2017-09-18,20975,21300,20910,21041,314149
2017-09-19,20975,21656,20879,21658,542586
2017-09-20,21754,21851,21267,21333,366662
2017-09-21,21105,21267,20619,20620,358325
2017-09-22,20424,20651,20295,20425,351923
2017-09-25,20424,20586,19808,20036,331815
2017-09-26,20035,20035,19581,19809,507659
2017-09-27,19938,20003,19646,19745,263177
2017-09-28,19743,19743,19192,19323,662653
2017-09-29,19354,19971,19322,19971,481661
2017-10-10,20100,20165,19549,19583,529393
2017-10-11,19516,19581,19225,19290,532582
2017-10-12,19257,19614,19257,19388,526294
2017-10-13,19387,19711,19322,19517,440720
2017-10-16,19711,19743,19484,19647,452201
2017-10-17,19322,19452,19192,19290,549660
2017-10-18,19387,19387,18900,19064,496474
2017-10-19,19095,20198,19095,20133,806595
2017-10-20,20067,20327,19905,20198,390011
2017-10-23,20198,20230,19516,19614,480035
2017-10-24,19484,19679,19419,19583,369091
2017-10-25,19581,19776,19419,19776,330892
2017-10-26,19743,21072,19549,20944,1358053
2017-10-27,21008,21559,20586,20652,926863
2017-10-30,20813,21138,20262,20360,498952
2017-10-31,20586,20879,20392,20522,619690
2017-11-01,20295,20554,20003,20069,574974
2017-11-02,20230,20424,19971,20101,515825
2017-11-03,20100,20327,20003,20166,391876
2017-11-06,20262,20781,20262,20684,670075
2017-11-07,20522,20554,20067,20295,652685
2017-11-08,20230,20360,19679,19842,849680
2017-11-09,19938,20003,19679,19712,512534
2017-11-10,19711,20035,19679,19776,322358
2017-11-13,19841,20035,19776,19842,400004
2017-11-14,19938,19971,19549,19907,502911
2017-11-15,19743,19808,19452,19452,800541
2017-11-16,19484,20360,19354,20133,885967
2017-11-17,20392,21559,20327,21236,2631860
2017-11-20,21494,21818,21300,21365,1103011
2017-11-21,21365,21365,20748,20846,678900
2017-11-22,21105,21332,20684,20879,537150
2017-11-23,21105,21494,20975,21139,570182
2017-11-24,21332,21559,20943,21074,530941
2017-11-27,21138,21267,20619,20652,472095
2017-11-28,20781,21072,20457,20490,708754
2017-11-29,20651,20910,20133,20295,850385
2017-11-30,20619,20781,20327,20328,682573
2017-12-01,20457,20489,19808,19939,659760
2017-12-04,19938,20198,19841,20133,417971
2017-12-05,20198,21008,20100,20782,789985
2017-12-06,20684,21300,20554,20587,1028565
2017-12-07,20910,21203,20522,20620,909709
2017-12-08,20651,20684,20035,20458,760954
2017-12-11,20522,20651,20198,20425,527607
2017-12-12,20360,20489,20035,20101,592898
2017-12-13,20295,21527,20262,21463,1669018
2017-12-14,21462,22240,21332,21754,2075397
2017-12-15,21948,22175,21591,21982,636315
2017-12-18,22175,22175,21754,21851,462594
2017-12-19,21980,22370,21916,22273,698514
2017-12-20,22304,22304,21786,21949,364621
2017-12-21,21948,21948,21300,21301,691072
2017-12-22,21332,21591,21170,21495,353054
2017-12-26,21462,21851,21332,21722,517429
2017-12-27,21591,21883,21397,21689,394608
2017-12-28,21721,22078,21559,21949,405858
2018-01-02,22110,23407,22110,23278,1360084
2018-01-03,23309,23440,23050,23181,497403
2018-01-04,23018,23309,22629,22630,571308
2018-01-05,22856,22856,22337,22630,489822
2018-01-08,22759,23440,22759,23408,841491
2018-01-09,23342,23893,23116,23538,583993
2018-01-10,23342,23440,23083,23181,590370
2018-01-11,23147,23504,22985,23311,769974
2018-01-12,23309,23991,23278,23829,695593
2018-01-15,23828,24541,23666,24381,939552
2018-01-16,24541,24736,24120,24219,519667
2018-01-17,24250,24347,23699,24283,533348
2018-01-18,24412,24445,23504,23764,701894
2018-01-19,23796,24315,23699,23991,481361
2018-01-22,24055,24153,23212,23570,592419
2018-01-23,23537,23958,23504,23602,451533
2018-01-24,23602,24639,23472,24543,899844
2018-01-25,24672,24801,24347,24640,647240
2018-01-26,24574,25093,24510,24996,642255
2018-01-29,25190,25612,24801,24867,769458
2018-01-30,24898,25158,24379,24510,563361
2018-01-31,24282,24996,24185,24996,524647
2018-02-01,24931,25158,24541,24867,401909
2018-02-02,24639,24866,24120,24283,580167
2018-02-05,23828,23861,23083,23376,865010
2018-02-06,22435,23309,22175,23149,1057475
2018-02-07,23666,23828,22759,22857,687366
2018-02-08,23018,23440,22856,23019,661918
2018-02-09,22337,23440,22304,23343,593051
2018-02-12,23537,23764,23278,23473,518581
2018-02-13,23602,23699,22953,22954,462148
2018-02-14,23083,23375,22661,22954,360404
2018-02-19,23278,23634,23212,23602,378645
2018-02-20,23634,23634,22921,22954,342697
2018-02-21,22921,23309,22791,22921,237279
2018-02-22,22726,22985,22564,22695,260174
2018-02-23,22823,22953,22402,22792,321125
2018-02-26,22888,23050,21786,21982,932870
2018-02-27,21980,22240,21818,21982,527398
2018-02-28,21818,21883,21170,21171,830726
2018-03-02,20879,21462,20781,21106,458824
2018-03-05,20846,21267,20716,20846,325177
2018-03-06,21008,21138,20813,21009,320088
2018-03-07,21300,21397,20684,21041,627860
2018-03-08,21300,21429,21105,21203,397505
2018-03-09,21527,22078,21203,21982,769329
