날짜,시가,고가,저가,종가,거래량
2017-06-09,42271,42789,42012,42444,1196733
2017-06-12,42098,42530,41840,42530,805772
2017-06-13,42530,42875,42185,42789,648431
2017-06-14,42443,42530,41753,42013,1078260
2017-06-15,41926,42271,41322,41754,994724
2017-06-16,41667,41753,41322,41754,923776
2017-06-19,41753,42789,41753,42703,1006281
2017-06-20,42961,43392,42702,43048,1272526
2017-06-21,43996,44341,43565,43911,2347094
2017-06-22,43824,45808,43824,45377,2259872
2017-06-23,44859,45463,44169,44514,1263641
2017-06-26,44514,44945,44255,44514,800040
2017-06-27,44428,46239,44083,45550,2282806
2017-06-28,45635,47102,45377,45895,1648400
2017-06-29,46412,46412,44686,45118,820801
2017-06-30,45463,46757,45204,45895,1027244
2017-07-03,46412,47447,45980,47361,1393405
2017-07-04,47016,47447,45463,45550,1139018
2017-07-05,45290,46326,45204,46153,694520
2017-07-06,45549,45808,44341,44428,1577807
2017-07-07,44341,44514,43479,44256,1482018
2017-07-10,44255,44341,43565,44083,741195
2017-07-11,44428,44945,44169,44859,1042459
2017-07-12,44600,44859,43737,44342,901914
2017-07-13,44341,44773,44083,44428,928935
2017-07-14,44773,45463,44514,45377,693587
2017-07-17,45635,45635,44600,45205,836264
2017-07-18,45031,45031,44428,45032,592565
2017-07-19,45204,45290,44773,45205,543091
2017-07-20,45204,45808,44859,45377,660423
2017-07-21,45549,47274,45463,46671,1336113
2017-07-24,47361,48223,47016,48051,1030061
2017-07-25,48137,48223,47102,47879,835407
2017-07-26,48137,48137,46584,46585,854539
2017-07-27,47792,48137,47102,48138,1090124
2017-07-28,47620,48223,47102,47793,1075171
2017-07-31,47533,48568,47274,47965,1280484
2017-08-01,47706,48655,47620,47879,619267
2017-08-02,48396,49690,47878,48914,1081894
2017-08-03,49000,49604,48223,48828,1046562
2017-08-04,48482,49000,47533,47706,1048880
2017-08-07,47533,49172,47533,48224,760153
2017-08-08,48051,48137,46929,47447,1061307
2017-08-09,47361,48223,47274,47361,564559
2017-08-10,47447,47792,46153,46412,1293629
2017-08-11,45894,46153,44859,45722,1393388
2017-08-14,45808,46843,45549,46499,926692
2017-08-16,46929,46929,45894,46326,904111
2017-08-17,45722,45894,45031,45550,832613
2017-08-18,45031,45118,43824,44859,1377959
2017-08-21,44686,44859,44341,44859,512930
2017-08-22,45031,45549,45031,45291,561673
2017-08-23,45204,45463,44773,45032,492140
2017-08-24,45031,45463,44773,45463,635252
2017-08-25,45463,45549,44773,45032,660267
2017-08-28,44859,45290,44859,45205,312085
2017-08-29,45031,45290,44428,44946,440840
2017-08-30,44341,44773,44169,44342,895597
2017-08-31,44169,44255,43651,43738,1206308
2017-09-01,43996,44169,43047,43479,631710
2017-09-04,42616,43565,42616,42789,665495
2017-09-05,43134,43220,42616,42789,498979
2017-09-06,42443,42616,41753,42099,1117115
2017-09-07,42443,43565,42185,43393,980327
2017-09-08,43306,43306,42875,43048,694833
2017-09-11,43047,43047,42443,42530,610660
2017-09-12,42443,42702,42271,42530,575218
2017-09-13,42616,43737,42616,42962,843671
2017-09-14,43047,43047,41581,41754,1779642
2017-09-15,41581,43651,41581,43652,1522213
2017-09-18,43651,43651,42961,43134,924878
2017-09-19,43134,43134,42098,42444,1138693
2017-09-20,42530,42530,42098,42358,774643
2017-09-21,42357,43565,42357,42962,1353211
2017-09-22,43134,43651,42788,43479,1315450
2017-09-25,43651,43737,43047,43048,816825
2017-09-26,43220,44169,42875,43911,1083244
2017-09-27,43996,44514,43565,44342,1105338
2017-09-28,43737,44514,43651,44428,937976
2017-09-29,44514,44514,43651,43997,656331
2017-10-10,44859,46326,43996,46153,2231733
2017-10-11,45894,46239,45722,45981,1200796
2017-10-12,45722,46671,45722,46240,1375490
2017-10-13,46239,46412,45722,46153,808264
2017-10-16,45894,47102,45894,46844,910608
2017-10-17,46843,46929,46067,46326,768296
2017-10-18,46067,46929,45808,46153,816460
2017-10-19,45894,46412,45463,45636,644508
2017-10-20,45290,45808,44945,45722,845996
2017-10-23,45377,45549,44945,45205,676941
2017-10-24,45031,45463,44859,45377,669447
2017-10-25,45118,46412,45118,46067,707775
2017-10-26,45808,46326,45290,45463,618090
2017-10-27,45377,45463,44859,45032,996300
2017-10-30,45031,45118,44428,44428,761144
2017-10-31,44686,45549,44341,45550,932679
2017-11-01,44945,45808,44945,45463,661113
2017-11-02,45463,45980,45118,45722,586734
2017-11-03,45894,46153,45635,45895,448769
2017-11-06,46067,46067,44514,44859,1082566
2017-11-07,44773,45204,43996,44169,1013091
2017-11-08,43910,44341,43565,43824,893215
2017-11-09,44083,44255,43392,43738,902250
2017-11-10,43910,44255,43824,44169,751836
2017-11-13,43910,44341,43306,43565,1116889
2017-11-14,43737,43910,42961,43307,1026491
2017-11-15,43479,43651,42875,43479,696717
2017-11-16,43996,44255,43737,44083,717443
2017-11-17,44169,44255,43565,43911,859749
2017-11-20,43737,43824,43220,43220,645018
2017-11-21,43479,43651,43220,43220,508316
2017-11-22,43392,44945,43306,44946,1456099
2017-11-23,45290,45290,44514,44859,934168
2017-11-24,45290,45290,44686,45118,623248
2017-11-27,45290,45290,44341,44859,695552
2017-11-28,44773,44773,43996,44687,999523
2017-11-29,44255,44686,43996,44169,616456
2017-11-30,44945,46067,44600,45550,2089090
2017-12-01,45894,46067,45290,45722,917963
2017-12-04,46239,46584,45808,46499,1002681
2017-12-05,46153,47706,46067,47534,1640449
2017-12-06,47533,47965,47274,47534,1199324
2017-12-07,47447,48223,47188,47879,1328375
2017-12-08,47620,48568,46584,46844,1509183
2017-12-11,46584,47533,46498,47361,732791
2017-12-12,47361,47533,46498,46585,959392
2017-12-13,46498,48137,46326,47706,1018000
2017-12-14,47620,48655,47102,47361,1806437
2017-12-15,47706,48310,47447,47793,815306
2017-12-18,48137,48137,46671,47016,1148187
2017-12-19,47102,47533,46757,47102,597005
2017-12-20,46843,47447,46843,46930,725302
2017-12-21,46757,47361,46757,46930,839469
2017-12-22,47274,47620,46929,47275,658661
2017-12-26,47447,48137,47274,47965,1088194
2017-12-27,46584,46671,45894,46153,870176
2017-12-28,46326,46412,45808,46067,662371
2018-01-02,46067,46498,45722,45808,488488
2018-01-03,45722,45980,45031,45205,1089909
2018-01-04,45290,45377,44686,44773,1193337
2018-01-05,44686,46326,44686,46153,1358218
2018-01-08,46239,46239,45463,45895,654755
2018-01-09,45894,47792,45722,47620,1527388
2018-01-10,47361,47533,46153,46326,1315555
2018-01-11,46498,47102,46239,46326,1128058
2018-01-12,46153,46412,45894,46067,914329
2018-01-15,46067,46239,45549,45895,816640
2018-01-16,45894,46326,45635,45895,555703
2018-01-17,45894,47102,45894,45981,979104
2018-01-18,46757,48223,46153,47965,1676986
2018-01-19,47706,48568,47102,48310,1090031
2018-01-22,48310,48310,47274,47275,618791
2018-01-23,47620,48310,47188,47275,956059
2018-01-24,47274,47706,46843,47275,734622
2018-01-25,47016,47102,45808,45981,1575656
2018-01-26,45722,46326,45463,46153,857234
2018-01-29,46326,46757,45722,45808,1046892
2018-01-30,45722,46412,45722,46067,1062796
2018-01-31,45894,46326,45031,45808,1175399
2018-02-01,45722,46067,45118,45118,986662
2018-02-02,45204,45635,45031,45205,824099
2018-02-05,45031,45377,44514,44859,931166
2018-02-06,44514,44514,43306,44083,1014818
2018-02-07,43737,43910,42443,42789,1890164
2018-02-08,42185,42789,41926,42099,1435640
2018-02-09,41408,42098,40804,41409,1376516
2018-02-12,41494,41667,40977,41409,875473
2018-02-13,41581,41840,40891,41495,1038199
2018-02-14,41840,42530,41581,42099,687646
2018-02-19,42789,42789,41753,42013,586468
2018-02-20,42098,42616,42012,42271,605571
2018-02-21,42702,42702,42098,42444,741450
2018-02-22,42185,42271,41149,41409,1229886
2018-02-23,41408,41667,41236,41668,787938
2018-02-26,41581,41667,41149,41322,928541
2018-02-27,41494,42012,41322,41581,879200
2018-02-28,41494,41581,41149,41409,823102
2018-03-02,40891,40977,40114,40460,1022457
2018-03-05,40287,40804,40200,40374,570633
2018-03-06,40546,40718,39769,40028,1482163
2018-03-07,39769,40373,39510,40028,914567
2018-03-08,40459,40459,39510,39597,1639301
2018-03-09,39769,40632,39769,40287,974172
2018-03-12,40459,40977,40028,40719,962887
2018-03-13,40373,40977,40200,40546,1301529
2018-03-14,40287,40459,39855,40115,929398
2018-03-15,40114,41063,39942,40805,922820
2018-03-16,40891,41840,40891,41322,1248079
2018-03-19,41322,41322,40718,41236,1119086
2018-03-20,40804,40804,40028,40115,1311735
2018-03-21,39942,40373,39683,39683,1458811
2018-03-22,39769,40114,39683,39942,836427
2018-03-23,39683,39769,39252,39425,1098592
2018-03-26,39252,39338,38648,39079,1068708
2018-03-27,39165,39769,38734,39338,785365
2018-03-28,39079,39338,38648,39079,786472
2018-03-29,39165,39855,39079,39683,891418
2018-03-30,39942,40546,39769,40287,888961
2018-04-02,40287,40718,40200,40546,692747
2018-04-03,40287,41149,40114,40891,1225887
2018-04-04,40632,40891,40200,40460,930372
2018-04-05,40459,40718,40028,40201,917691
2018-04-06,40028,40373,39769,40115,796887
2018-04-09,40028,40804,39942,40546,804706
2018-04-10,40200,40373,39855,40115,1021993
2018-04-11,39855,40114,39769,39856,1113893
2018-04-12,39769,39942,39510,39511,1480674
2018-04-13,39079,39252,38303,38648,2542884
2018-04-16,38648,38906,38303,38907,996248
2018-04-17,38648,38993,38303,38562,1012395
2018-04-18,38389,38734,38130,38303,1291907
2018-04-19,38303,38820,38216,38303,1205085
2018-04-20,38648,38993,38303,38821,967727
2018-04-23,38906,39079,38648,38993,747912
2018-04-24,39079,39079,38475,38562,873729
2018-04-25,38734,39252,38648,39079,857524
2018-04-26,39079,39079,38303,38389,1233288
2018-04-27,38303,39079,38216,39079,1102568
2018-04-30,39338,39424,38906,39425,832039
2018-05-02,39424,39424,38993,39425,899886
2018-05-03,39252,40114,39165,39942,945436
2018-05-04,39510,40114,39424,39770,1088374
2018-05-08,39510,39941,39252,39338,906945
2018-05-09,39165,39597,38734,38993,1671961
