날짜,시가,고가,저가,종가,거래량
2017-06-12,38800,39150,38700,38950,629731
2017-06-13,38950,39550,38950,39200,772366
2017-06-14,39650,40350,39400,40100,1686856
2017-06-15,40150,40200,39050,39300,1286703
2017-06-16,39450,39900,39350,39750,784859
2017-06-19,39750,39850,39050,39750,765629
2017-06-20,39700,40100,39150,39400,753619
2017-06-21,39150,39450,38000,38100,1631411
2017-06-22,38200,38550,38100,38300,737059
2017-06-23,38500,38950,38450,38850,694185
2017-06-26,38800,39000,38450,38650,439880
2017-06-27,38550,38550,37850,38000,896530
2017-06-28,38000,38300,37600,37850,749536
2017-06-29,38000,38450,37800,38150,491434
2017-06-30,38050,38200,37700,38200,457483
2017-07-03,38050,38700,37650,38700,836818
2017-07-04,38650,38650,37650,38000,664796
2017-07-05,37900,38300,37750,38000,560328
2017-07-06,37900,38000,37500,37700,482613
2017-07-07,37400,37600,36650,37300,1097441
2017-07-10,36900,37200,36400,36700,923440
2017-07-11,36550,37200,36550,36800,585277
2017-07-12,37150,37750,36900,37000,629291
2017-07-13,36850,37350,36600,37000,1064153
2017-07-14,37000,37650,37000,37400,643067
2017-07-17,37700,37850,37400,37600,461334
2017-07-18,37450,37500,36750,37000,967842
2017-07-19,36950,37300,36800,37050,673100
2017-07-20,37200,37200,36250,36450,863575
2017-07-21,36300,36550,36050,36550,660849
2017-07-24,36450,36600,36200,36500,469249
2017-07-25,36500,37250,36450,36800,837900
2017-07-26,36950,37800,36850,36900,1315344
2017-07-27,37100,37150,36150,37000,1034849
2017-07-28,37250,37650,37150,37200,1120427
2017-07-31,37200,37450,36200,36600,1068102
2017-08-01,36550,37100,36550,36750,584220
2017-08-02,36750,36950,36350,36850,629255
2017-08-03,36650,37050,36500,36950,903654
2017-08-04,36850,37750,36500,37600,970114
2017-08-07,37700,37850,37050,37050,793401
2017-08-08,36650,36750,35350,35400,1904223
2017-08-09,35300,35700,35300,35500,748381
2017-08-10,35350,35700,35300,35350,905366
2017-08-11,35050,35300,34550,35200,1037559
2017-08-14,35200,36200,35150,35700,673467
2017-08-16,35750,35850,35100,35450,625359
2017-08-17,35400,35500,34950,35250,622201
2017-08-18,35300,35550,35200,35350,444990
2017-08-21,35700,36000,35450,35700,493657
2017-08-22,35800,35800,35500,35500,358362
2017-08-23,35400,35650,35050,35200,568516
2017-08-24,35400,35400,34500,34800,874386
2017-08-25,34650,35400,34650,35350,523207
2017-08-28,35350,36050,35200,35900,833320
2017-08-29,35750,35850,35400,35750,509170
2017-08-30,35500,36950,35150,36750,1496778
2017-08-31,36650,37700,35100,35450,3239681
2017-09-01,35550,35900,35250,35550,878809
2017-09-04,34950,35700,34900,34900,675046
2017-09-05,35500,35500,34050,34100,1154411
2017-09-06,34100,34250,32700,32850,1880937
2017-09-07,32900,33200,32650,32900,1419566
2017-09-08,32850,33000,31850,32000,2024307
2017-09-11,32000,32500,31550,31800,1321613
2017-09-12,31800,32000,31000,31150,1447182
2017-09-13,31100,31350,30100,30250,2596516
2017-09-14,30300,30600,30200,30600,1475334
2017-09-15,30400,31050,30350,30900,1114277
2017-09-18,30700,30800,30300,30550,790528
2017-09-19,30700,31350,30550,31000,1013177
2017-09-20,31250,31550,30900,31350,1115401
2017-09-21,31100,31300,30600,30600,1123282
2017-09-22,30550,30550,29950,30400,1464136
2017-09-25,30400,30550,30150,30200,856016
2017-09-26,30300,31300,30100,30950,1528341
2017-09-27,31150,31800,30900,31450,1304055
2017-09-28,31150,31150,30550,30850,1211584
2017-09-29,31050,31650,30750,31650,1264540
2017-10-10,31800,32150,31450,31950,1580810
2017-10-11,32300,32800,32050,32550,1453922
2017-10-12,32250,32300,31500,32300,1457383
2017-10-13,32200,32250,31550,32100,691661
2017-10-16,32300,32500,31800,32350,705204
2017-10-17,32150,32300,31400,31500,946343
2017-10-18,31500,33350,31400,32950,1667694
2017-10-19,33000,33750,33000,33250,1329149
2017-10-20,33250,33400,32950,33400,731215
2017-10-23,33200,34200,33200,33850,1136042
2017-10-24,33850,33900,33450,33800,728202
2017-10-25,33650,33700,32800,33250,1008080
2017-10-26,33250,34500,33200,34250,1514684
2017-10-27,34550,34800,34100,34400,1166993
2017-10-30,34450,34850,34200,34550,788778
2017-10-31,34550,35400,34500,35400,1476146
2017-11-01,34800,35400,34700,35350,879238
2017-11-02,35000,35200,34800,35150,688959
2017-11-03,35200,35800,35150,35250,863081
2017-11-06,35250,35400,34650,34900,841321
2017-11-07,34800,35150,34300,34750,834358
2017-11-08,34350,35100,34300,34500,695973
2017-11-09,34500,35050,34450,35000,842642
2017-11-10,34750,35100,34600,34750,622124
2017-11-13,34900,35950,34900,35800,1318423
2017-11-14,35900,35950,34950,35050,1033881
2017-11-15,35000,35600,34900,35000,753474
2017-11-16,35000,35000,33900,34200,1040121
2017-11-17,34050,34100,33650,33850,1025452
2017-11-20,33600,34000,33250,33750,874017
2017-11-21,33750,34150,33600,33650,645115
2017-11-22,33500,34100,33050,33150,1116028
2017-11-23,33100,33350,32700,33150,1289492
2017-11-24,33150,33400,32800,33050,773316
2017-11-27,32800,33050,32450,32750,1318245
2017-11-28,32650,33450,32450,32950,1350643
2017-11-29,33000,33500,32700,33350,884282
2017-11-30,33700,34250,33500,33650,2048876
