날짜,시가,고가,저가,종가,거래량
2017-06-08,77934,77934,76706,77179,536194
2017-06-09,77840,81241,77651,80674,710929
2017-06-12,79824,80201,76801,77368,383009
2017-06-13,77367,79257,76895,79257,310376
2017-06-14,78407,78973,76612,76896,491709
2017-06-15,76234,77367,75384,76612,439844
2017-06-16,76895,77273,75478,76234,282784
2017-06-19,76234,76895,75573,76518,191064
2017-06-20,76423,76612,74345,75384,328564
2017-06-21,74628,75478,73778,75479,258066
2017-06-22,75384,75667,72644,73306,445847
2017-06-23,73589,75384,73400,75384,362688
2017-06-26,75006,75762,74156,74817,203441
2017-06-27,74722,75384,73494,73967,284896
2017-06-28,74250,74628,73117,73684,223237
2017-06-29,74061,75100,73117,73400,192884
2017-06-30,72644,73022,72077,73023,247538
2017-07-03,72644,74628,72644,73873,211472
2017-07-04,73778,74156,73022,73873,170070
2017-07-05,73400,73967,72644,72928,175281
2017-07-06,72644,73211,71700,72172,267672
2017-07-07,71322,71794,69527,69905,395120
2017-07-10,69054,69905,68015,68583,532794
2017-07-11,68299,68960,67732,68772,391816
2017-07-12,68488,69999,68488,69338,258291
2017-07-13,69999,71983,69716,71228,471915
2017-07-14,71322,72077,69999,70755,249857
2017-07-17,71511,71605,69905,70850,248675
2017-07-18,71038,72739,71038,72645,334740
2017-07-19,73211,73305,71794,72267,318535
2017-07-20,72455,72550,70566,71417,248243
2017-07-21,71133,72077,70944,71606,185839
2017-07-24,71605,71700,70094,70661,237477
2017-07-25,70849,70849,69432,69811,297933
2017-07-26,70660,71322,69810,71322,260575
2017-07-27,71038,71700,70849,71322,254765
2017-07-28,70944,72172,70944,71794,359732
2017-07-31,71700,72644,70471,71228,233799
2017-08-01,70849,72739,70283,72078,309718
2017-08-02,72644,72644,71038,71511,175818
2017-08-03,71322,71605,69810,70755,237138
2017-08-04,70283,72739,70283,72361,260065
2017-08-07,72928,73116,71699,71889,222532
2017-08-08,71888,73305,71511,72645,236968
2017-08-09,71983,73683,71227,73211,291791
2017-08-10,72266,74250,72266,73589,412800
2017-08-11,72361,73400,72266,73306,242738
2017-08-14,73305,73778,72172,72550,200602
2017-08-16,74156,76045,73400,74912,564921
2017-08-17,74156,76045,74156,75951,284635
2017-08-18,75100,76139,75006,75668,212865
2017-08-21,75762,76139,75006,76045,177667
2017-08-22,76045,77273,76045,76990,214334
2017-08-23,76706,77462,75762,76329,208371
2017-08-24,75950,77651,75950,77274,189417
2017-08-25,77273,77556,76139,76423,174341
2017-08-28,76045,76612,75478,76140,164374
2017-08-29,75478,76423,74817,76234,179009
2017-08-30,76612,81241,76517,80958,622956
2017-08-31,80013,80579,78784,79352,331669
2017-09-01,79540,79635,77745,79068,263749
2017-09-04,76612,78596,76045,77179,183215
2017-09-05,77179,78407,77084,77651,197393
2017-09-06,78218,78218,75289,75951,299546
2017-09-07,76045,78312,75950,77179,278222
2017-09-08,76706,77651,75478,76045,175461
2017-09-11,76990,77840,76423,77651,206053
2017-09-12,77462,77745,76517,77179,110459
2017-09-13,77179,79257,77179,78785,396629
2017-09-14,78407,79068,77840,78974,275297
2017-09-15,78784,80674,78123,80296,411000
2017-09-18,79918,80863,79068,79541,228343
2017-09-19,79540,79824,77462,78691,259802
2017-09-20,78973,79068,76423,76896,270403
2017-09-21,76895,77273,75762,76329,308476
2017-09-22,75573,77084,74911,76140,206967
2017-09-25,76045,76045,74628,75762,184730
2017-09-26,75762,76045,73683,74156,231692
2017-09-27,73683,74250,72833,73400,311983
2017-09-28,72550,74345,72172,74251,225476
2017-09-29,74439,76234,73778,76140,257626
2017-10-10,76895,77273,75384,77274,666115
2017-10-11,76517,78123,76517,78029,267321
2017-10-12,77367,78312,76706,76707,344456
2017-10-13,76706,77934,76612,77746,211713
2017-10-16,78123,78784,76706,77651,187502
2017-10-17,76895,77556,75950,76045,236265
2017-10-18,75950,79068,75950,78596,376006
2017-10-19,78596,81146,78596,80863,437274
2017-10-20,80863,81524,79918,81525,229724
2017-10-23,82091,82469,80768,82186,264473
2017-10-24,82091,82563,81052,81713,221059
2017-10-25,81430,81713,79824,81052,205292
2017-10-26,81052,82091,80863,81997,188899
2017-10-27,80957,82563,80957,82186,196011
2017-10-30,82280,82563,80485,81147,362042
2017-10-31,80957,81713,80579,81241,315730
2017-11-01,79068,82374,78879,82280,404221
2017-11-02,82185,83130,81430,82942,297461
2017-11-03,83130,83508,81618,82847,223008
2017-11-06,81713,82752,81524,82280,147281
2017-11-07,81902,82941,80957,81619,185825
2017-11-08,80863,82752,80579,82469,307801
2017-11-09,82847,83413,81996,82847,328819
2017-11-10,82658,84075,82469,83981,274960
2017-11-13,83130,83602,79729,79919,597891
2017-11-14,80296,80579,78973,79541,301811
