날짜,시가,고가,저가,종가,거래량
2017-06-08,49200,49850,48800,49400,1342162
2017-06-09,49350,50100,49300,49900,974960
2017-06-12,50500,51200,49900,50300,1279975
2017-06-13,50300,50400,49800,50100,437819
2017-06-14,50200,50700,49700,50700,996192
2017-06-15,50600,50900,49650,50100,861504
2017-06-16,50200,50600,49550,50600,750027
2017-06-19,50800,50800,50000,50200,534377
2017-06-20,49950,50000,49300,49600,750963
2017-06-21,49250,49400,48100,48450,1358325
2017-06-22,48850,48950,48250,48750,1272150
2017-06-23,49100,49350,48700,48800,1012217
2017-06-26,48600,48750,48300,48550,503527
2017-06-27,48950,49000,48300,48500,769352
2017-06-28,48600,49900,48350,49900,1234126
2017-06-29,49900,51300,49900,49900,1404702
2017-06-30,50200,50300,49250,49300,888147
2017-07-03,49750,49950,49250,49550,503554
2017-07-04,49800,50300,49650,49900,696799
2017-07-05,49600,50000,49200,49550,837698
2017-07-06,49250,49600,49050,49200,862327
2017-07-07,48750,49000,48700,48900,611700
2017-07-10,48850,49650,48700,49400,679344
2017-07-11,49650,50300,49550,49950,898266
2017-07-12,49800,49900,49450,49600,676789
2017-07-13,49950,49950,49050,49050,1286094
2017-07-14,49150,49450,48900,49100,715387
2017-07-17,49350,49450,49050,49300,1129613
2017-07-18,49550,50400,49400,50100,1171797
2017-07-19,50400,51000,50000,50800,1190929
2017-07-20,50600,51200,50300,50600,614994
2017-07-21,51300,52500,51100,52300,2426599
2017-07-24,52700,53000,52400,52600,1011486
2017-07-25,52900,53000,52300,52400,865827
2017-07-26,53000,53000,52800,53000,1089980
2017-07-27,53500,53500,52200,52800,1015772
2017-07-28,52300,53000,52200,52800,1008603
2017-07-31,52000,53300,51800,53200,909180
2017-08-01,52500,54200,52400,54200,1021165
2017-08-02,53900,53900,52800,53400,733850
2017-08-03,53000,53400,52300,53200,919793
2017-08-04,52900,54600,52900,54400,1185506
2017-08-07,54000,55300,53500,55200,1092158
2017-08-08,55400,55400,54500,54800,832898
2017-08-09,54500,55500,54200,55300,1283753
2017-08-10,55200,55500,54100,55400,1350593
2017-08-11,53800,54000,52800,53100,1227727
2017-08-14,52700,53800,52700,53500,705422
2017-08-16,54900,54900,52700,53100,1156040
2017-08-17,52700,53100,52300,52600,767234
2017-08-18,51900,52500,51900,51900,757244
2017-08-21,51800,52300,51300,51600,404319
2017-08-22,51700,52500,51700,52100,393748
2017-08-23,52500,52500,51800,52200,422460
2017-08-24,51800,52600,51800,52200,623439
2017-08-25,52500,53400,52200,53300,565012
2017-08-28,52700,53400,52200,53400,455689
