날짜,시가,고가,저가,종가,거래량
2017-06-09,142000,143000,137500,137500,892989
2017-06-12,135500,138000,135500,138000,360534
2017-06-13,138000,139500,137500,138500,258419
2017-06-14,140000,140500,135500,136500,488727
2017-06-15,135500,137000,135000,135500,322169
2017-06-16,136000,137000,135500,135500,612073
2017-06-19,135500,137000,133000,136000,374642
2017-06-20,136500,137000,133500,134000,353507
2017-06-21,133000,133500,131500,132000,409348
2017-06-22,133500,137500,133000,137500,589549
2017-06-23,138500,140000,137000,139000,505570
2017-06-26,138500,142500,137500,141500,1093775
2017-06-27,142500,146500,140500,146000,1146776
2017-06-28,145000,148000,144500,144500,878342
2017-06-29,145500,149500,144000,148500,1005114
2017-06-30,147500,149000,146500,148000,480433
2017-07-03,148500,149000,143000,144500,600066
2017-07-04,144500,146500,143000,144000,372767
2017-07-05,144000,146500,143000,145500,368232
2017-07-06,145500,147500,144500,145000,253285
2017-07-07,144000,146500,143000,145000,272615
2017-07-10,146500,148500,145000,145500,347061
2017-07-11,146000,146500,143000,145500,358377
2017-07-12,145000,145500,142500,142500,265411
2017-07-13,143500,145500,142500,144500,383285
2017-07-14,145000,146000,139000,140000,501358
2017-07-17,140000,143000,139500,142000,326903
2017-07-18,142500,143000,141000,142500,172843
2017-07-19,142500,143500,139000,141500,425598
2017-07-20,142000,142500,140500,141500,183933
2017-07-21,141000,144000,140500,143500,361123
2017-07-24,143500,144000,142500,143500,224455
2017-07-25,143500,144500,141500,142000,251521
2017-07-26,143000,143000,138000,139000,459811
2017-07-27,141000,143000,139500,141000,363591
2017-07-28,141000,141000,138500,138500,292220
2017-07-31,138000,139500,137500,139000,248103
2017-08-01,138000,140500,137500,139500,220608
2017-08-02,140000,142500,139500,140500,283286
2017-08-03,141500,141500,138000,138000,359625
2017-08-04,138500,140000,138500,140000,160286
2017-08-07,140500,143000,140000,140000,373871
2017-08-08,140000,141500,138500,138500,192363
2017-08-09,137500,138500,134000,134500,389349
2017-08-10,133500,136000,133000,133000,357594
2017-08-11,131500,133000,131000,132000,303352
2017-08-14,133000,134000,131500,132500,299605
2017-08-16,134000,134500,133500,134500,269949
2017-08-17,134000,134500,132500,134500,247911
2017-08-18,133000,134000,132500,133500,165037
2017-08-21,133500,133500,132500,133000,130274
2017-08-22,133500,134000,131500,131500,190372
2017-08-23,133000,134500,132000,134500,342123
2017-08-24,134500,137500,134000,135500,328251
2017-08-25,136500,140000,131500,133500,1080194
2017-08-28,132000,133000,128000,129000,999444
2017-08-29,128500,130000,128000,130000,342378
2017-08-30,130500,131500,129500,130000,311963
2017-08-31,130500,131000,128000,129000,383138
2017-09-01,129000,130000,128000,129500,231942
2017-09-04,126000,128000,125500,127000,333330
2017-09-05,127500,127500,125500,125500,257162
2017-09-06,126000,127000,125000,126000,234137
2017-09-07,126500,128500,126000,126500,296873
2017-09-08,126500,129000,126500,128000,281856
2017-09-11,128000,129500,127500,129000,276742
2017-09-12,129000,129000,127000,129000,204098
2017-09-13,129000,129000,126500,127000,281344
2017-09-14,127000,128000,126000,127500,371139
2017-09-15,127000,129500,126500,127500,454896
2017-09-18,128500,137000,128500,136500,1233411
2017-09-19,135500,136500,133000,135000,406351
2017-09-20,135500,136000,133000,134000,397771
2017-09-21,134000,135500,132500,132500,237360
2017-09-22,132500,134000,131500,132000,354266
2017-09-25,133000,135000,132500,134000,389212
