날짜,시가,고가,저가,종가,거래량
2017-06-08,157500,159000,155500,157000,809555
2017-06-09,157500,159000,156000,157000,453080
2017-06-12,159000,161000,158500,159500,433260
2017-06-13,160500,161000,158500,160500,379566
2017-06-14,160500,160500,158000,160000,400778
2017-06-15,157500,158000,155000,156500,404047
2017-06-16,159000,161500,158500,159000,448227
2017-06-19,160000,161500,159000,161000,374647
2017-06-20,160000,160500,156500,157500,333484
2017-06-21,155500,157500,154500,157000,210025
2017-06-22,155500,157000,154000,156500,350257
2017-06-23,156500,158500,156000,158500,323962
2017-06-26,159000,159000,156500,157000,178556
2017-06-27,157000,158500,156000,156500,263915
2017-06-28,157000,158000,156500,158000,241026
2017-06-29,157500,158000,156000,157500,208436
2017-06-30,156500,159500,156000,158500,194888
2017-07-03,159500,161000,158500,161000,334275
2017-07-04,162500,162500,159000,160000,274996
2017-07-05,160500,161000,158000,160000,242462
2017-07-06,157500,159000,155500,158500,344906
2017-07-07,158000,159500,156500,159500,193853
2017-07-10,158000,161000,156500,160000,261973
2017-07-11,161000,166000,160500,165500,558369
2017-07-12,166000,167500,163000,163500,265171
2017-07-13,165000,166000,162500,163000,322885
2017-07-14,164000,168500,163500,168000,365532
2017-07-17,169000,169500,167000,169000,253080
2017-07-18,168000,169000,166500,168500,151448
2017-07-19,168500,168500,166500,167500,140888
2017-07-20,168500,172500,168000,172000,433257
2017-07-21,170500,171500,170000,171500,150673
2017-07-24,170000,172500,168000,172000,198815
2017-07-25,172500,176000,171500,174500,426065
2017-07-26,176500,178000,173500,177500,415762
2017-07-27,177500,179000,173000,174500,352521
2017-07-28,173500,177000,171000,175000,388423
2017-07-31,175000,177500,174000,176500,204471
2017-08-01,178000,182500,177500,179500,367271
2017-08-02,179500,180000,176000,176500,250960
2017-08-03,176500,177000,171500,172500,333940
2017-08-04,172000,180000,172000,180000,313745
2017-08-07,182000,182000,176500,176500,204856
2017-08-08,176500,177500,173500,177000,176945
2017-08-09,175000,176500,174000,174500,149882
2017-08-10,174500,176000,171500,172000,367726
2017-08-11,169500,174500,169000,172000,294342
2017-08-14,173500,175500,172500,174000,128589
2017-08-16,174000,174000,167500,170500,410560
2017-08-17,168000,171500,168000,170000,167591
2017-08-18,169000,172000,168500,170500,146703
2017-08-21,173500,177000,173000,174000,301404
2017-08-22,174000,175500,172000,174500,125787
2017-08-23,173500,175000,170500,171000,181327
2017-08-24,173000,179000,172000,178000,405005
2017-08-25,178000,181000,177500,180500,308358
2017-08-28,180500,184000,179000,183500,250363
2017-08-29,181500,185500,179500,183500,359604
2017-08-30,184500,186000,182500,186000,266260
2017-08-31,192000,197500,186500,188500,599571
2017-09-01,192000,192000,187500,188500,272858
2017-09-04,183500,191500,183500,189500,292676
2017-09-05,191000,191000,184500,187000,264699
2017-09-06,189000,189000,183500,185000,281000
2017-09-07,185500,189000,185500,187000,194090
2017-09-08,187000,187500,185000,186500,106874
2017-09-11,187000,192500,185500,191000,315250
2017-09-12,193500,194000,190000,191500,222559
2017-09-13,192500,197000,190000,194000,378275
2017-09-14,195500,196500,192000,196000,295289
2017-09-15,194000,195000,187000,189000,501658
2017-09-18,190000,191500,189500,191000,202920
2017-09-19,190000,191500,187500,189500,153400
2017-09-20,190000,192500,188000,191000,219301
2017-09-21,191500,195500,189000,189000,211588
2017-09-22,191500,191500,181000,186500,342890
2017-09-25,186500,189500,185000,189500,210713
2017-09-26,192000,194500,191000,194500,310425
2017-09-27,194500,196000,192500,195500,198210
2017-09-28,194000,196000,192000,194500,196240
2017-09-29,196000,199500,195000,199000,273733
2017-10-10,201500,207500,198500,204500,569484
2017-10-11,206500,208000,202500,202500,283691
2017-10-12,203000,210000,202500,210000,372139
2017-10-13,211500,215000,207000,209500,327347
2017-10-16,210500,212500,205000,206500,225553
