날짜,시가,고가,저가,종가,거래량
2017-06-12,31700,31750,31350,31700,536495
2017-06-13,31700,32200,31650,32200,505940
2017-06-14,32050,32100,31650,31650,488364
2017-06-15,31600,32150,31500,31650,406306
2017-06-16,31700,32150,31600,31600,869720
2017-06-19,31650,31900,31600,31700,328118
2017-06-20,31800,32200,31700,32050,514885
2017-06-21,32150,32600,32150,32200,743330
2017-06-22,32100,32900,32050,32800,1133629
2017-06-23,32150,32500,31750,32100,739344
2017-06-26,32000,32100,31750,31800,319690
2017-06-27,31800,32450,31700,32150,499654
2017-06-28,32300,32900,32200,32650,697685
2017-06-29,32800,32900,32300,32450,390453
2017-06-30,32350,32800,32350,32600,496945
2017-07-03,32850,34050,32800,34000,1940688
2017-07-04,34250,34350,33550,33750,871134
2017-07-05,33750,33950,33350,33550,700402
2017-07-06,33450,33550,32850,33200,795769
2017-07-07,33050,33650,32900,33300,519436
2017-07-10,33200,33300,32800,33100,417033
2017-07-11,33100,33700,32900,32900,566550
2017-07-12,32750,32900,32350,32450,632827
2017-07-13,32700,33050,32450,32500,840695
2017-07-14,32650,33000,32550,33000,456886
2017-07-17,33150,33450,32850,33050,431894
2017-07-18,33150,33350,32950,33100,435516
2017-07-19,33150,33200,32650,33150,365541
2017-07-20,33400,33600,33100,33250,526637
2017-07-21,33250,34100,33200,34000,873885
2017-07-24,34100,34900,34100,34850,1094866
2017-07-25,34850,34950,34550,34850,627124
2017-07-26,34850,34900,34300,34400,446055
2017-07-27,34650,35150,34550,34800,611725
2017-07-28,35000,35200,34750,34800,1139432
2017-07-31,34800,35150,34500,34800,621141
2017-08-01,34900,35550,34800,35150,859452
2017-08-02,35150,35550,34900,35400,586920
2017-08-03,35400,35500,34500,35000,794932
2017-08-04,34800,35000,34350,34750,431399
2017-08-07,34650,34750,34250,34300,349400
2017-08-08,34200,34300,33800,34150,625591
2017-08-09,33850,34300,33850,33850,364541
2017-08-10,33650,33850,32950,32950,1056910
2017-08-11,32700,33050,32300,33050,893609
2017-08-14,33000,33350,32800,32900,338852
2017-08-16,32950,33150,32600,32650,408058
2017-08-17,32650,32950,32400,32950,514061
2017-08-18,32600,32700,32400,32450,483167
2017-08-21,32400,32450,32050,32100,405506
2017-08-22,32100,32700,32100,32650,402353
2017-08-23,32500,32700,32150,32150,324169
2017-08-24,32150,32400,31550,31800,682027
2017-08-25,32000,32700,31600,32600,544729
2017-08-28,32450,32700,32350,32500,324389
2017-08-29,32350,32800,32100,32150,421524
2017-08-30,32400,32400,31800,31850,733787
2017-08-31,31850,32000,31150,31200,798318
2017-09-01,31250,31550,30800,31150,627495
2017-09-04,30800,31050,30000,30050,2811927
2017-09-05,30100,30400,29800,30350,921229
2017-09-06,30300,30300,29950,30050,818958
2017-09-07,30000,30350,29850,30250,777074
2017-09-08,30200,30200,29900,29950,618742
2017-09-11,29900,30250,29650,30200,603292
2017-09-12,30200,30300,30000,30000,430411
2017-09-13,30000,30350,29800,30000,536544
2017-09-14,30000,30000,29000,29100,2347596
2017-09-15,29150,29500,29000,29400,1811450
2017-09-18,29500,29550,29100,29200,850283
2017-09-19,29100,29200,28950,29100,929407
2017-09-20,29100,29250,29000,29100,779754
2017-09-21,29050,29450,29050,29150,847437
2017-09-22,29200,29350,29100,29200,1133951
2017-09-25,29250,29350,28800,28800,638318
2017-09-26,28800,29000,28650,28700,722658
2017-09-27,28800,29450,28700,29050,917155
2017-09-28,29200,29300,29050,29250,432386
2017-09-29,29350,29400,29050,29150,555247
2017-10-10,29150,29200,28900,28900,898817
2017-10-11,28900,29100,28850,28950,445736
2017-10-12,29000,29400,29000,29000,1585615
2017-10-13,29100,30100,29100,29950,966097
2017-10-16,30150,30850,30050,30600,1195745
2017-10-17,30550,30550,30150,30250,476789
2017-10-18,30150,30250,29800,29900,510495
2017-10-19,29950,30200,29800,29850,474609
2017-10-20,29800,30000,29800,29950,546608
2017-10-23,29950,30000,29650,29700,497904
2017-10-24,29750,29950,29650,29950,240615
2017-10-25,29800,29950,29600,29600,586427
2017-10-26,29650,29800,29350,29500,649120
2017-10-27,29500,29650,29450,29550,393144
2017-10-30,29600,29650,29150,29250,642484
2017-10-31,29350,29350,29050,29350,864498
2017-11-01,29100,29350,29100,29350,688392
2017-11-02,29350,29450,29250,29400,596507
2017-11-03,29450,29650,29400,29600,475042
2017-11-06,29650,29700,29350,29450,603796
2017-11-07,29450,29550,29350,29400,482274
2017-11-08,29400,29500,29100,29300,755472
2017-11-09,29300,29400,29100,29250,785487
2017-11-10,29250,29500,29200,29300,466477
2017-11-13,29300,29350,29100,29150,609269
2017-11-14,29150,29200,29050,29100,582848
2017-11-15,29100,29500,29000,29400,544788
2017-11-16,29450,29500,29200,29250,358627
2017-11-17,29200,29400,29150,29300,431855
2017-11-20,29250,29350,29150,29150,349802
2017-11-21,29200,29450,29200,29400,434660
2017-11-22,29350,29950,29300,29950,923910
