날짜,시가,고가,저가,종가,거래량
2017-06-12,28691,29224,28497,28643,1106120
2017-06-13,28885,29127,28497,28643,902130
2017-06-14,28546,28643,27770,27965,1630138
2017-06-15,27722,28110,27140,27625,1231209
2017-06-16,27819,28110,27673,28013,718517
2017-06-19,28303,28497,28013,28110,1136456
2017-06-20,28400,30194,28400,29903,4455044
2017-06-21,29418,29661,28885,29128,1693541
2017-06-22,29224,29224,28352,28740,1387795
2017-06-23,29079,29127,28400,28595,969821
2017-06-26,28788,29176,28643,28886,762842
2017-06-27,28788,29273,28643,28886,759525
2017-06-28,29176,29951,29030,29564,1622044
2017-06-29,29903,30000,29030,29128,1075777
2017-06-30,28837,29321,28691,29273,791652
2017-07-03,29127,29709,28837,29661,828896
2017-07-04,29903,30727,29661,30000,2098161
2017-07-05,30145,30194,29467,30049,861944
2017-07-06,29903,30727,29806,30533,1473703
2017-07-07,30387,30678,30242,30533,778243
2017-07-10,30872,31163,30436,30679,897980
2017-07-11,30678,31114,30387,30824,927802
2017-07-12,30533,30533,29661,29758,1439773
2017-07-13,29951,30630,29903,30291,1059980
2017-07-14,30484,31599,30436,30921,1855426
2017-07-17,31599,31599,30824,31067,861946
2017-07-18,31066,31454,30678,31357,727125
2017-07-19,31502,32132,31308,31890,1401861
2017-07-20,32181,33005,31987,32763,1506204
2017-07-21,32665,32714,32229,32424,868519
2017-07-24,32326,32375,31551,32084,1125944
2017-07-25,32035,32665,31648,31794,838659
2017-07-26,32181,32326,31551,32036,746319
2017-07-27,32229,33005,31987,32133,1020609
2017-07-28,32132,32132,31163,31406,850613
2017-07-31,31405,32762,31405,32666,1369363
2017-08-01,32568,32859,32229,32327,924452
2017-08-02,32375,32568,31890,32375,610269
2017-08-03,32811,33102,31696,31890,1126151
2017-08-04,31745,32278,31357,32084,740416
2017-08-07,32326,33102,32181,32520,1174770
2017-08-08,32811,33005,32229,32617,716395
2017-08-09,32035,32762,31890,32472,848305
2017-08-10,32423,32811,31211,32520,1671215
2017-08-11,31745,32859,31696,32666,1481813
2017-08-14,33005,34459,32956,34411,2673780
2017-08-16,34604,34604,33586,34023,1553719
2017-08-17,34022,34701,33829,34217,993801
2017-08-18,33780,34265,33683,34217,692791
2017-08-21,34362,34362,33344,33878,888044
2017-08-22,33635,34507,33635,34314,622606
2017-08-23,34313,34459,34022,34071,474483
2017-08-24,34168,35040,34022,34120,1133514
2017-08-25,34410,34798,34071,34605,879671
2017-08-28,34846,34943,33732,33926,825995
2017-08-29,33586,34071,33150,34071,989174
2017-08-30,33974,34265,33538,33926,672162
2017-08-31,34119,34604,33974,34265,922921
2017-09-01,34556,34556,33780,34314,788274
2017-09-04,33344,34119,33295,33732,683842
2017-09-05,34022,34022,32908,33247,840722
2017-09-06,33199,34410,33150,34265,1381156
2017-09-07,34507,34846,34119,34605,867788
2017-09-08,34604,34846,34216,34556,551109
2017-09-11,34556,36058,34556,35913,1320495
2017-09-12,36252,36397,35525,35913,600180
2017-09-13,36058,36591,35864,36398,841467
2017-09-14,36446,36543,35767,35913,817922
2017-09-15,35767,36349,35573,36204,605703
2017-09-18,36349,37415,36349,36834,942566
2017-09-19,36833,36930,36397,36834,588611
2017-09-20,36785,36833,36203,36252,556035
2017-09-21,36058,36494,35719,35768,652085
2017-09-22,35816,35864,33683,34508,1609451
2017-09-25,31841,32568,30775,31309,3879110
2017-09-26,31308,32278,31114,31939,1290109
2017-09-27,32035,32762,31987,32424,845269
2017-09-28,32326,32423,31066,31551,968632
2017-09-29,31793,31987,31308,31454,610374
2017-10-10,32035,32811,31648,31987,1345842
2017-10-11,32472,32908,31502,31600,1369561
2017-10-12,31793,33247,31745,32424,1750519
2017-10-13,32568,33005,32035,32327,805308
2017-10-16,32714,32908,32084,32375,674152
2017-10-17,32278,33150,32132,33005,780672
2017-10-18,33005,33392,32326,32666,755489
2017-10-19,32908,32956,30581,31697,1401836
2017-10-20,31841,32908,30921,32133,1215300
2017-10-23,32665,32714,31551,32133,739142
2017-10-24,32132,32859,31938,32617,821613
2017-10-25,32811,33005,32229,32327,648535
2017-10-26,32278,32326,31163,31260,858174
2017-10-27,31211,31745,30484,30824,1228748
2017-10-30,31066,31211,29370,29467,2251692
2017-10-31,29467,29903,29030,29516,1457352
2017-11-01,29612,30775,29515,30630,1859280
2017-11-02,30678,31938,30048,31842,2016089
2017-11-03,32084,32278,31114,31260,1072388
2017-11-06,31308,31405,30387,30679,815870
2017-11-07,30678,30678,29854,30243,1040904
2017-11-08,30000,30921,29757,30388,856458
2017-11-09,30630,30727,30145,30194,895404
2017-11-10,30291,30484,29370,29758,1280728
2017-11-13,29951,30048,28837,28982,1416123
2017-11-14,29224,29612,28885,29176,841302
2017-11-15,29273,29273,28303,28449,1169661
2017-11-16,28449,29903,28449,29855,1178656
2017-11-17,29951,29951,29224,29370,719759
2017-11-20,29564,29757,28982,29031,603442
2017-11-21,29176,29321,28594,29128,904657
2017-11-22,29321,30291,29321,29419,1524792
2017-11-23,29564,29757,29127,29225,589940
2017-11-24,29418,29515,29079,29322,415773
2017-11-27,29467,29564,28885,28982,683999
2017-11-28,29030,29176,28740,28837,606628
2017-11-29,28837,29321,28788,28837,557664
2017-11-30,29030,29030,28352,28352,946128
2017-12-01,28400,28546,27480,28013,1208315
2017-12-04,28013,29370,28013,29322,1006704
2017-12-05,29321,29854,28982,29758,921459
2017-12-06,29757,29854,29321,29419,769067
2017-12-07,29515,29661,28449,28982,786635
2017-12-08,28982,29612,28934,28982,571517
2017-12-11,29176,30387,29176,30340,1420901
2017-12-12,30387,30872,29612,29952,1229315
2017-12-13,29806,29854,28740,29273,1352217
2017-12-14,29418,29709,28837,28837,986134
2017-12-15,28982,29273,28837,29031,654117
2017-12-18,29273,29321,28788,28789,512837
2017-12-19,28982,29224,28691,28886,426788
2017-12-20,29176,29709,29030,29419,882539
2017-12-21,29612,29661,29030,29225,553466
2017-12-22,29273,29370,28837,29031,570493
2017-12-26,29127,29564,29079,29370,636728
2017-12-27,29273,29467,28982,29419,434443
2017-12-28,29515,30727,29127,30630,1202174
2018-01-02,31018,31696,30678,31551,1637347
2018-01-03,31211,32181,31163,31890,1245601
2018-01-04,32132,32472,31454,31503,1392314
2018-01-05,31841,33053,31745,32666,1769238
2018-01-08,32859,33150,32035,32714,1139052
2018-01-09,33199,33344,32084,32908,1290943
2018-01-10,33053,33295,32326,32714,972838
2018-01-11,32811,32859,31114,31842,1518099
2018-01-12,32181,32278,31357,31551,969256
2018-01-15,31987,33829,31745,33344,2349331
2018-01-16,33441,33489,32617,33296,1015149
2018-01-17,33295,33635,32568,32811,876463
2018-01-18,32956,33053,32084,32278,857495
2018-01-19,32229,32811,31938,32714,886900
2018-01-22,32714,33732,32520,33635,1165447
2018-01-23,32568,34798,32181,34605,2357381
2018-01-24,34604,35137,33392,33587,1237557
2018-01-25,33441,34556,33295,34459,993006
2018-01-26,34556,34846,34119,34605,673690
2018-01-29,34895,35476,34798,35089,968881
2018-01-30,34895,35331,34313,34411,750764
2018-01-31,33974,34459,33392,34120,743400
2018-02-01,33974,34895,33392,34605,1222750
2018-02-02,34895,35040,33877,34314,870299
2018-02-05,33489,33780,32859,32957,768479
2018-02-06,31793,32617,31502,32520,1148301
2018-02-07,32956,33344,31260,31406,823229
2018-02-08,31405,32132,31308,31600,736856
2018-02-09,30533,31551,30291,31357,650521
2018-02-12,31502,31745,30775,31115,615584
2018-02-13,31260,31987,31114,31163,524806
2018-02-14,31357,31696,31114,31260,383573
2018-02-19,31745,32811,31745,32520,731692
2018-02-20,32520,32811,32229,32424,413410
2018-02-21,32229,32665,31938,32472,491218
2018-02-22,32229,32229,31163,31406,891458
2018-02-23,32181,33295,31890,32763,1365757
2018-02-26,33199,33586,32714,32763,703427
2018-02-27,33150,33247,32520,32569,442046
2018-02-28,32375,32520,31841,32181,752308
2018-03-02,31454,31793,30872,31212,959917
2018-03-05,31114,31163,29661,29855,1293571
2018-03-06,30194,30291,29903,30000,787061
2018-03-07,30048,30484,29854,29855,615668
2018-03-08,29806,30291,29418,30097,825389
2018-03-09,30194,30872,30194,30340,623960
2018-03-12,30727,30727,30145,30388,683224
2018-03-13,30387,30387,29515,29661,1190752
2018-03-14,29467,30048,29467,30049,541450
2018-03-15,29951,30000,29515,29661,849033
2018-03-16,29661,29903,29467,29806,482544
2018-03-19,29951,30000,29515,29516,444770
2018-03-20,29564,29612,28982,29128,780473
2018-03-21,29079,29079,28352,28449,1189370
2018-03-22,28546,29612,28546,29613,1108297
2018-03-23,29030,29273,28546,28546,715398
2018-03-26,28546,29079,28303,28498,582286
2018-03-27,29079,29273,28788,29031,580659
2018-03-28,28740,28885,28110,28256,737385
2018-03-29,28449,29176,28303,28643,743590
2018-03-30,28837,29176,28546,28886,462306
2018-04-02,28982,29030,28352,28401,538117
2018-04-03,28110,28594,27722,28595,483431
2018-04-04,28594,28885,27722,27722,683737
2018-04-05,28061,29176,28061,29128,924809
2018-04-06,28982,28982,28449,28643,451664
2018-04-09,28400,28885,28400,28643,453968
2018-04-10,28497,28691,28158,28449,479010
2018-04-11,28594,29079,28594,28886,762271
2018-04-12,28982,29127,28740,28837,618637
2018-04-13,28837,29079,28449,28449,478879
2018-04-16,28594,28691,27625,27722,1043026
2018-04-17,27916,27964,27673,27916,514625
2018-04-18,28207,28885,28110,28837,884562
2018-04-19,28934,29370,28110,28256,921032
2018-04-20,28255,28691,28207,28595,393721
2018-04-23,28885,28885,28207,28498,603051
2018-04-24,28594,28691,27964,28013,742338
2018-04-25,27770,28255,27383,27529,972082
2018-04-26,27673,28158,27673,27868,559165
2018-04-27,28110,28352,27625,27819,570550
2018-04-30,27916,28110,27625,28062,484058
2018-05-02,28449,28934,27867,28062,1109686
2018-05-03,28158,28207,27770,27868,401055
2018-05-04,27867,27867,27237,27238,895464
2018-05-08,27480,27673,26510,26511,999623
2018-05-09,26268,26850,26268,26656,750463
2018-05-10,26898,28255,26850,28110,1273757
2018-05-11,28449,28740,27916,28207,816133
2018-05-14,28207,28934,28013,28692,1110701
2018-05-15,29079,29321,28352,28595,991737
2018-05-16,28255,28303,27576,27674,815698
2018-05-17,27625,27867,26946,27044,1092887
2018-05-18,27092,27722,27043,27625,554274
2018-05-21,27673,27673,27189,27238,478282
2018-05-23,27043,27140,26510,26608,954021
2018-05-24,26753,26801,26219,26317,710027
2018-05-25,26268,26413,25638,25687,972554
2018-05-28,25832,26607,25832,26511,723969
2018-05-29,26413,26559,26219,26220,338542
2018-05-30,26171,26171,25347,25396,770760
2018-05-31,25541,25686,24911,25057,1220062
2018-06-01,25250,25444,25008,25057,529217
2018-06-04,25105,25202,24281,24378,1587029
2018-06-05,24475,24717,24378,24524,851287
2018-06-07,24572,24717,24329,24524,1111188
2018-06-08,24523,25299,24426,24766,1077261
2018-06-11,24959,25250,24572,25105,570192
2018-06-12,25396,25396,24717,24766,676691
2018-06-14,24620,24717,23748,23748,1395185
2018-06-15,23942,24087,23408,23651,994847
2018-06-18,23651,23990,22875,23167,1140642
2018-06-19,23215,23215,21712,21761,2496210
2018-06-20,21518,22342,21518,21906,1204144
2018-06-21,21809,21954,21082,21228,1088088
2018-06-22,21034,21615,20500,21519,1233556
2018-06-25,21615,22294,21421,22197,930455
2018-06-26,21809,22100,21518,21955,497518
2018-06-27,21954,21954,20743,20840,1438092
2018-06-28,20840,21761,20840,21180,984780
2018-06-29,21421,21567,20597,21180,770348
2018-07-02,21179,21227,19967,19968,1248493
2018-07-03,20161,20404,19725,20065,792781
2018-07-04,19919,20258,19774,20016,528385
2018-07-05,20016,20210,19822,20113,536610
2018-07-06,20113,20404,19628,20307,740522
2018-07-09,20161,20500,19870,20356,606721
2018-07-10,20646,20985,20355,20453,736154
2018-07-11,20161,20404,19677,19871,975550
2018-07-12,20016,20210,19677,19677,1186149
2018-07-13,19870,20500,19870,20307,900233
2018-07-16,20307,20500,19967,19968,541235
2018-07-17,20064,20258,19774,19774,602172
2018-07-18,19870,20113,19774,19822,436145
2018-07-19,19822,19919,19192,19386,920453
2018-07-20,19337,19870,19337,19677,568533
2018-07-23,19870,20355,19580,19629,812461
2018-07-24,19774,19822,19386,19483,852830
2018-07-25,19677,19967,19483,19532,939286
2018-07-26,19677,19822,19483,19774,786075
2018-07-27,19967,20743,19967,20646,1221621
