날짜,시가,고가,저가,종가,거래량
2017-06-12,17824,18016,17748,17902,433116
2017-06-13,17977,18130,17901,17979,519496
2017-06-14,18016,18665,17901,18513,1725747
2017-06-15,18589,18665,18283,18513,862105
2017-06-16,18589,18780,18397,18437,883205
2017-06-19,18437,18474,16295,16410,4381364
2017-06-20,16295,16791,16141,16525,2222533
2017-06-21,16485,16715,16255,16525,799688
2017-06-22,16409,16485,16065,16334,811254
2017-06-23,16295,16752,16295,16755,507353
2017-06-26,16752,16830,16524,16678,406578
2017-06-27,16600,16830,16447,16525,430359
2017-06-28,16065,16065,15720,15798,1789528
2017-06-29,15835,16371,15759,16182,871074
2017-06-30,16255,16409,15988,16028,717315
2017-07-03,15912,16371,15912,16258,413967
2017-07-04,16295,16409,16141,16219,314262
2017-07-05,16371,16676,16255,16410,600328
2017-07-06,16524,16524,16333,16372,336806
2017-07-07,16295,16333,16179,16258,324100
2017-07-10,16333,16562,16255,16372,381111
2017-07-11,16295,16409,16103,16142,466149
2017-07-12,16600,16676,16255,16295,578272
2017-07-13,16333,16409,16065,16182,543890
2017-07-14,16179,16179,15223,15416,1803814
2017-07-17,15490,15643,15337,15569,573924
2017-07-18,15643,15873,15567,15836,487650
2017-07-19,15873,15912,15643,15875,440871
2017-07-20,15912,16141,15835,15952,381416
2017-07-21,15988,16218,15912,16066,270712
2017-07-24,16141,16141,15567,15760,365400
2017-07-25,15643,15912,15643,15875,277595
2017-07-26,15949,16141,15873,15913,405151
2017-07-27,16065,16333,15988,16066,559710
2017-07-28,16065,16255,15835,15913,384176
2017-07-31,15835,16103,15337,15760,426828
2017-08-01,15682,16103,15643,16028,407295
2017-08-02,16141,16255,15643,15722,547646
2017-08-03,15643,15643,14191,14345,2812150
2017-08-04,14305,14420,13693,14230,1336906
2017-08-07,14381,14879,14343,14536,1281560
2017-08-08,14611,14764,14343,14536,638880
2017-08-09,14343,14803,14305,14497,513596
2017-08-10,14649,14687,14343,14497,485848
2017-08-11,14343,14497,14151,14268,526092
2017-08-14,14343,14381,13961,14000,418621
2017-08-16,13961,14151,13922,13962,402010
2017-08-17,13999,14534,13769,14230,872887
2017-08-18,14075,14151,13731,13809,1133643
2017-08-21,13769,13845,13655,13771,572144
2017-08-22,13693,13884,13463,13542,792858
2017-08-23,13578,13884,13578,13809,768740
2017-08-24,13808,13884,13502,13542,679601
2017-08-25,13616,13808,13539,13732,490058
2017-08-28,13769,14075,13731,13848,365794
2017-08-29,13808,13845,13578,13694,506085
2017-08-30,13731,13808,13693,13771,267636
2017-08-31,13769,13845,13655,13771,469719
2017-09-01,13808,13808,13425,13465,872973
2017-09-04,13272,13731,13234,13618,584797
2017-09-05,13693,13731,13272,13350,530026
2017-09-06,13348,13463,13042,13121,611760
2017-09-07,13081,13348,13081,13273,339491
2017-09-08,13196,13311,12812,12968,592176
2017-09-11,12966,13042,12699,12776,597808
2017-09-12,12812,13234,12775,13082,744743
2017-09-13,13042,13119,12928,12929,443931
2017-09-14,12928,13311,12928,13159,638764
2017-09-15,13042,13234,13005,13197,437522
2017-09-18,13158,13272,13042,13082,321293
2017-09-19,13081,13539,13042,13312,703052
