날짜,시가,고가,저가,종가,거래량
2017-06-12,86800,87000,85200,85600,1341050
2017-06-13,85000,86100,83800,85800,1213895
2017-06-14,86400,88000,85400,85900,987899
2017-06-15,85900,87700,85300,87300,877550
2017-06-16,87200,87500,85800,86100,737508
2017-06-19,86100,86900,84800,86200,662054
2017-06-20,87300,87500,85700,86000,628514
2017-06-21,86000,86300,84100,85900,722785
2017-06-22,85300,86100,81300,81900,2179462
2017-06-23,82500,84100,81800,84100,1151493
2017-06-26,84600,85500,83600,85100,734655
2017-06-27,84300,84800,82200,82300,1431967
2017-06-28,81900,82000,78500,79300,1989102
2017-06-29,80300,81200,79500,79700,1018774
2017-06-30,78500,80700,78100,80200,999093
2017-07-03,80400,82300,80300,80900,928999
2017-07-04,80500,80800,79600,79900,566386
2017-07-05,79900,81300,79400,79900,648725
2017-07-06,80500,80600,76600,77100,1965678
2017-07-07,76400,76400,73800,73900,2330893
2017-07-10,72700,72800,70700,70800,3056226
2017-07-11,71300,72000,70000,71500,1546488
2017-07-12,72000,73000,70800,70800,1208011
2017-07-13,71300,72500,71000,71200,1363044
2017-07-14,71900,72200,69000,69500,1764528
2017-07-17,69900,70400,69700,70100,741053
2017-07-18,70300,70700,69600,70000,660135
2017-07-19,70200,71400,70200,70500,1017542
2017-07-20,70900,71200,69200,69400,956192
2017-07-21,69800,70100,68200,68200,1015026
2017-07-24,68200,68400,66700,67500,1417600
2017-07-25,67500,68200,67300,67500,838858
2017-07-26,67900,68700,67300,67900,1066820
2017-07-27,68200,68300,66300,66500,1371488
2017-07-28,66800,67800,66300,66700,1282188
2017-07-31,67000,67600,66500,67100,659263
2017-08-01,68000,69600,67800,68300,1485811
2017-08-02,69200,69500,67300,68400,838130
2017-08-03,68900,69200,68100,68400,838838
2017-08-04,69000,72100,68800,71800,1976833
2017-08-07,72300,72700,71500,71600,947809
2017-08-08,72100,72200,70300,71600,713434
2017-08-09,70700,71500,70500,71400,690037
2017-08-10,71400,74100,71400,73700,1796419
2017-08-11,72600,74700,71600,73400,1581856
2017-08-14,74200,74700,73000,73700,798565
2017-08-16,74000,74500,73100,74000,769023
2017-08-17,74000,74200,73000,73600,662603
2017-08-18,72600,73300,72000,73000,751321
2017-08-21,72800,75900,72800,75800,1159623
2017-08-22,76000,76400,75300,75700,697166
2017-08-23,76200,78500,76100,77500,1309345
2017-08-24,77800,78000,76600,77400,811372
2017-08-25,77800,77900,76800,77700,442385
2017-08-28,77500,77600,75900,76300,553675
2017-08-29,75500,75500,73400,74400,1540731
2017-08-30,75500,82400,75200,82300,3932544
2017-08-31,82700,82800,80200,81500,1889427
2017-09-01,82900,84300,81000,83600,1944745
2017-09-04,81700,84100,81600,82700,1508080
2017-09-05,83300,87000,83300,86500,2612281
2017-09-06,87000,87400,85300,85300,1564911
2017-09-07,85900,87100,85000,85300,1268664
2017-09-08,85700,85800,82200,82500,1944947
2017-09-11,83300,83600,81500,83100,1501501
2017-09-12,83800,83900,82400,83000,937921
2017-09-13,83800,88500,83700,87400,2808612
2017-09-14,87700,88300,86600,87900,1709823
2017-09-15,87400,91500,87300,89500,2655625
2017-09-18,90800,92300,89800,91000,1506118
2017-09-19,91000,91000,88400,89000,1473897
2017-09-20,89300,89300,86500,86600,1666502
2017-09-21,86600,88400,84700,86400,1397736
2017-09-22,86500,88800,85500,87400,1254640
2017-09-25,86800,88000,83800,84300,1536892
2017-09-26,83500,83700,80700,81800,1607876
2017-09-27,82000,83400,81000,81200,973194
2017-09-28,81300,81400,78900,80100,1379732
2017-09-29,80400,82500,80200,82400,909359
2017-10-10,79700,81500,78900,80800,2417240
2017-10-11,82100,88000,81800,87400,3091409
2017-10-12,87600,91700,87500,87900,2679580
2017-10-13,89300,90500,88000,88500,1148910
2017-10-16,89400,91700,88800,89300,1370439
2017-10-17,88800,90900,87700,89800,1201400
2017-10-18,90500,91700,89700,90400,1235889
2017-10-19,91500,97500,90600,96500,4384919
2017-10-20,96500,96800,94300,95300,1516859
2017-10-23,95600,98500,94800,97200,1696409
2017-10-24,96900,98200,93400,93400,1526327
2017-10-25,94600,95900,92900,93900,1127777
2017-10-26,94200,94900,92500,92700,1028083
2017-10-27,93500,95500,92100,92800,1312328
2017-10-30,93500,95700,92600,94800,1146628
2017-10-31,95300,96100,90800,91000,2091668
2017-11-01,91100,93400,90600,92300,1413470
2017-11-02,92500,94200,90500,91600,1238258
2017-11-03,91800,93000,91000,92000,865372
2017-11-06,91700,94500,91700,93200,1470396
2017-11-07,92900,93500,91000,91300,1081425
2017-11-08,91000,92500,90700,92400,740499
2017-11-09,92800,97000,92700,96000,2106195
2017-11-10,96000,96400,93900,94400,1074369
2017-11-13,94400,95200,92400,93000,877548
2017-11-14,92500,93000,90300,91500,1235545
2017-11-15,92100,92200,90600,91300,850027
