날짜,시가,고가,저가,종가,거래량
2017-06-09,264500,266000,263000,264500,242192
2017-06-12,261000,265000,261000,263000,184353
2017-06-13,263000,265500,261000,263500,174411
2017-06-14,263000,266500,262500,266000,243175
2017-06-15,266500,267000,261000,264500,155617
2017-06-16,264000,264500,261500,263000,158324
2017-06-19,261500,261500,256000,261000,146033
2017-06-20,258000,261500,256000,257000,170066
2017-06-21,254000,255500,251500,254500,242511
2017-06-22,254000,259500,253500,258000,165701
2017-06-23,256500,258000,255000,257000,138106
2017-06-26,256000,256500,253000,255500,99697
2017-06-27,254000,256000,253000,253500,133877
2017-06-28,255000,256500,252500,254500,116545
2017-06-29,254000,256000,252500,255000,133853
2017-06-30,254500,254500,247000,250000,342058
2017-07-03,251000,258500,250500,258500,146246
2017-07-04,256000,258000,250000,250500,127626
2017-07-05,248500,250500,246500,248000,315301
2017-07-06,248500,249500,247000,248500,142638
2017-07-07,247500,248000,243000,245500,220580
2017-07-10,243000,246000,240500,243000,216055
2017-07-11,242000,245000,242000,243500,121879
2017-07-12,244000,248500,243000,244500,188971
2017-07-13,245000,249500,242000,245000,177017
2017-07-14,248000,252500,244500,250500,112849
2017-07-17,251500,251500,247500,249500,101201
2017-07-18,249000,250000,246500,249000,97274
2017-07-19,251500,253500,246500,247500,174343
2017-07-20,248000,248500,244500,246000,137262
2017-07-21,245000,248000,242500,243500,191267
2017-07-24,244500,244500,242500,244000,117465
2017-07-25,244000,247500,243500,245500,144558
2017-07-26,247500,251500,246000,248000,213688
2017-07-27,248000,249000,244000,247000,158118
2017-07-28,245500,257000,245500,255500,283619
2017-07-31,252500,255000,245000,246000,247468
2017-08-01,245000,248000,244500,245500,131614
2017-08-02,246500,249500,246000,247000,152031
2017-08-03,246000,251500,244500,250500,188549
2017-08-04,247000,256500,247000,255000,160624
2017-08-07,253000,256000,253000,253500,95146
2017-08-08,253500,253500,248500,250000,156530
2017-08-09,247500,255000,247500,253000,120145
2017-08-10,251000,259000,251000,257500,228752
2017-08-11,255000,257500,252500,255000,136557
2017-08-14,255000,257000,251500,252500,92648
2017-08-16,250000,250000,245500,247000,215121
2017-08-17,245000,247000,238000,245000,220480
2017-08-18,243000,247000,243000,246000,67219
2017-08-21,246000,253500,245500,252500,104269
2017-08-22,249500,253000,247000,251000,101963
2017-08-23,249000,253000,248000,250500,70446
2017-08-24,249000,255500,249000,252000,90116
2017-08-25,253000,255500,250000,252500,74021
2017-08-28,253000,254000,249500,251000,72308
2017-08-29,249000,251000,243000,245000,173692
2017-08-30,243500,246500,240000,244500,172741
2017-08-31,242500,245000,236000,236000,206547
2017-09-01,236000,247000,236000,241000,223020
2017-09-04,240000,245000,238000,238500,105529
2017-09-05,240000,242500,237500,238500,122999
2017-09-06,237000,238500,233000,235000,204805
2017-09-07,235000,238000,234500,236000,162425
2017-09-08,233500,235000,220500,225000,522430
2017-09-11,220500,224000,215000,217000,420323
2017-09-12,218000,221500,218000,219000,322408
2017-09-13,219000,219500,214500,215000,246787
2017-09-14,214000,216500,212500,213500,380939
2017-09-15,212000,217000,212000,216000,248462
2017-09-18,216000,218000,215000,216500,172797
2017-09-19,215500,220500,215500,217500,236454
2017-09-20,219000,222000,218500,219000,327052
2017-09-21,217500,219000,214500,216000,292128
2017-09-22,215000,219500,215000,218000,247649
2017-09-25,221000,222500,218500,220000,196439
2017-09-26,223500,234500,223000,231500,437839
2017-09-27,229500,232500,228500,231500,235304
2017-09-28,228500,234000,228000,232500,156941
2017-09-29,235500,240000,233000,240000,293117
2017-10-10,235000,241500,232500,241500,513282
2017-10-11,237500,243500,237000,242000,185367
2017-10-12,239000,241000,237500,238000,196461
2017-10-13,240000,244500,236000,243500,191252
