날짜,시가,고가,저가,종가,거래량
2017-06-19,238673,240650,235708,237685,178689
2017-06-20,240156,240156,230273,231261,317488
2017-06-21,228296,234226,223849,230273,368413
2017-06-22,232249,236697,229284,235215,234381
2017-06-23,235708,246579,235708,246086,401770
2017-06-26,250533,296488,249544,279194,1524400
2017-06-27,271781,281170,267334,280182,527949
2017-06-28,276228,278699,274252,278205,381184
2017-06-29,281664,298465,280182,293524,780128
2017-06-30,292041,304889,283146,288583,866059
2017-07-03,287594,288088,272769,277217,517095
2017-07-04,278699,287594,274746,285618,421862
2017-07-05,288088,288582,281664,285618,179523
2017-07-06,286606,294018,285123,286112,276445
2017-07-07,285123,291053,282158,287100,177624
2017-07-10,289570,291547,285617,287594,139612
2017-07-11,288582,289570,283146,286112,121394
2017-07-12,285617,288088,276723,276723,315769
2017-07-13,279193,282652,268816,271782,462577
2017-07-14,271781,271781,256957,262887,728607
2017-07-17,260416,270299,257945,263875,383428
2017-07-18,264369,266840,255968,257451,394239
2017-07-19,253992,261404,248556,259922,470998
2017-07-20,262392,263875,258439,261404,172402
2017-07-21,259427,268816,259427,266840,211267
2017-07-24,266840,269804,266345,269805,135034
2017-07-25,271781,288582,271287,283641,613544
2017-07-26,289076,289570,278699,282159,286476
2017-07-27,284135,284629,273758,274746,240145
2017-07-28,270793,271781,265357,266840,223354
2017-07-31,262392,274252,258933,268817,169641
2017-08-01,263875,278699,263381,276723,189290
2017-08-02,278205,278205,272769,275735,111080
2017-08-03,276723,278699,268322,276229,176012
2017-08-04,276228,279193,272769,274746,108743
2017-08-07,274746,281170,272769,277217,185913
2017-08-08,278699,282158,272769,273758,161871
2017-08-09,270793,272769,267828,268323,137183
2017-08-10,266840,270793,262392,265852,169299
2017-08-11,258933,264863,258933,260910,187134
2017-08-14,265357,268816,264863,267828,128612
2017-08-16,271781,273758,268816,270299,102359
2017-08-17,270793,274252,267828,268817,93714
2017-08-18,267828,271781,267334,269805,89454
2017-08-21,272275,273263,269804,271287,107413
2017-08-22,275734,284629,275240,282653,366562
2017-08-23,284135,285123,275734,277711,201039
2017-08-24,277711,279193,274252,276229,120351
2017-08-25,284629,286606,274746,276723,273881
2017-08-28,276723,279687,275734,276723,100042
2017-08-29,274252,278205,272769,278205,111558
2017-08-30,278205,279687,276228,278700,90825
2017-08-31,281170,281664,279193,279688,106292
2017-09-01,281664,282158,276723,277217,111828
2017-09-04,267828,275240,267828,272770,140165
2017-09-05,273758,274746,271287,272276,86757
2017-09-06,272275,282652,271781,281170,232830
2017-09-07,283641,285617,279193,280676,205467
