날짜,시가,고가,저가,종가,거래량
2017-06-13,120000,122000,120000,121500,327052
2017-06-14,121500,122500,119000,120000,209248
2017-06-15,120000,121500,117500,118000,245254
2017-06-16,118000,118500,116000,116500,458988
2017-06-19,116500,117500,115500,116500,190836
2017-06-20,116000,117000,114500,115000,223865
2017-06-21,114500,115000,113000,114000,369104
2017-06-22,113500,116000,112500,115500,240121
2017-06-23,116000,116500,113500,114500,236341
2017-06-26,114500,115500,113500,114500,223244
2017-06-27,114000,117500,114000,116500,371936
2017-06-28,117000,117000,115000,116000,185141
2017-06-29,116500,119000,116000,118500,247826
2017-06-30,118500,119500,116000,117000,265928
2017-07-03,117500,118000,115500,117000,150881
2017-07-04,117000,119000,116500,118000,224292
2017-07-05,117500,118500,117000,118000,185971
2017-07-06,117500,119500,116500,119000,211183
2017-07-07,118000,123000,118000,122000,367070
2017-07-10,121500,127000,121500,123000,559682
2017-07-11,123500,124500,122000,123500,241812
2017-07-12,120500,122500,120000,121500,3878470
2017-07-13,122500,124000,121500,122000,635068
2017-07-14,122000,122500,120500,120500,275686
2017-07-17,121000,124000,120500,122000,406977
2017-07-18,123000,123000,121000,122500,484834
2017-07-19,123000,126000,122000,125000,381105
2017-07-20,124500,126000,124000,125500,328828
2017-07-21,125500,130000,125000,128500,628049
2017-07-24,129000,129500,127000,128000,229096
2017-07-25,128000,128000,125500,127000,250819
2017-07-26,128500,128500,123500,124000,306351
2017-07-27,125000,127000,124500,126500,236464
2017-07-28,126000,128000,125000,127000,245375
2017-07-31,126000,127000,124000,125500,254536
2017-08-01,125000,127500,124500,127500,235172
2017-08-02,127000,128500,126000,127500,216246
2017-08-03,126500,128000,123000,124000,321800
2017-08-04,123500,125000,122000,123500,197319
2017-08-07,123500,124000,122000,123000,137379
2017-08-08,122500,124500,121500,122500,297520
2017-08-09,121500,123000,121500,122000,249711
2017-08-10,122000,122500,116000,118000,548316
2017-08-11,118000,119000,116500,118000,302728
2017-08-14,119500,122500,119500,121000,311569
2017-08-16,121000,123000,120500,121500,209267
2017-08-17,121500,122000,120000,121500,226871
2017-08-18,120000,121000,118500,119500,245551
2017-08-21,119500,120000,117500,118000,173487
2017-08-22,117500,120500,117500,119500,120878
2017-08-23,119500,120000,117500,118000,144491
2017-08-24,117500,119000,117500,118500,141781
2017-08-25,119000,122000,118500,121500,172218
2017-08-28,121000,121000,117500,118000,231303
2017-08-29,117500,118500,116500,118500,192042
2017-08-30,118000,118000,115500,115500,249840
2017-08-31,116000,117000,115000,115500,195552
2017-09-01,115500,115500,112500,113000,321333
2017-09-04,111000,113000,110500,112500,164379
2017-09-05,113000,113500,110500,111500,181783
2017-09-06,112500,113000,110500,111000,288396
2017-09-07,112000,117500,111500,117000,423899
2017-09-08,117000,117000,114500,116000,225225
2017-09-11,116500,117500,114500,115000,218317
2017-09-12,116500,116500,115000,115500,164590
2017-09-13,115500,116000,113000,114500,208272
2017-09-14,114500,115500,113500,115500,247489
2017-09-15,115500,117500,115500,117000,199268
2017-09-18,116500,118500,115500,118000,220396
2017-09-19,117500,119000,115500,116000,154024
2017-09-20,116000,116500,113500,114500,294503
2017-09-21,114000,117000,113500,115500,259711
2017-09-22,115500,118500,115000,117000,408912
2017-09-25,117000,117500,116000,117500,145515
2017-09-26,118000,118000,115500,116000,154191
2017-09-27,116000,116500,115000,115500,175478
2017-09-28,115500,115500,113500,114000,234081
2017-09-29,114000,115000,112500,113000,254536
2017-10-10,112000,115000,111500,114000,818797
2017-10-11,115000,123000,115000,123000,619650
2017-10-12,122500,125000,121500,123000,402118
2017-10-13,123000,126000,121500,122000,253493
2017-10-16,122500,123500,120500,122500,130502
2017-10-17,123000,124000,120000,120000,230515
2017-10-18,120000,122500,118500,121500,204705
2017-10-19,122000,125000,121000,124000,332360
2017-10-20,125000,128500,125000,128000,543141
2017-10-23,128000,129500,124500,125000,324063
2017-10-24,125000,128000,125000,127500,232637
2017-10-25,128000,135000,127000,133500,851150
2017-10-26,132500,135000,131000,132500,408718
2017-10-27,133000,134000,131000,132000,279575
2017-10-30,133000,133500,128500,129500,267927
2017-10-31,130000,136000,129000,135000,512542
2017-11-01,133000,138000,132500,137500,477774
2017-11-02,136500,137500,133500,134500,276953
2017-11-03,136000,138500,134500,136500,215830
2017-11-06,136000,137000,132000,133500,175724
2017-11-07,133000,134500,131500,134000,175450
2017-11-08,132500,133500,131500,132000,189549
2017-11-09,133500,134500,132500,132500,267572
2017-11-10,132500,135000,130500,135000,314849
2017-11-13,134500,135000,130500,132000,371340
2017-11-14,131000,132000,130500,131500,161712
2017-11-15,130500,131500,129000,131000,221397
2017-11-16,130500,133000,129500,132000,156764
2017-11-17,132500,136500,132000,135000,273751
2017-11-20,134000,135500,131500,131500,175980
2017-11-21,132000,133500,130500,131500,158182
2017-11-22,131500,134000,131500,133500,177908
