날짜,시가,고가,저가,종가,거래량
2017-06-12,279500,280000,274000,275000,147551
2017-06-13,276000,278500,273000,277000,130576
2017-06-14,276500,280500,273000,275500,171641
2017-06-15,273500,275500,261000,268000,312410
2017-06-16,269000,270500,266000,269500,132200
2017-06-19,271000,277500,268500,274500,159445
2017-06-20,273500,280000,272000,274500,124917
2017-06-21,275000,277000,268000,274500,125113
2017-06-22,274000,286000,270000,285000,192009
2017-06-23,285000,286500,277000,277500,136498
2017-06-26,277500,281500,277000,279000,83879
2017-06-27,277500,282500,275500,279000,103448
2017-06-28,279000,283000,277500,280500,79650
2017-06-29,281500,282500,274000,274000,110516
2017-06-30,274500,280000,274000,278000,96692
2017-07-03,282000,284000,279000,282000,105514
2017-07-04,281500,281500,274000,276500,90777
2017-07-05,276500,278000,274500,277500,68689
2017-07-06,277500,280000,271000,276500,83714
2017-07-07,271000,276000,268000,269000,109866
2017-07-10,268500,273000,268000,271000,71014
2017-07-11,270000,272000,265000,269000,106647
2017-07-12,268000,270500,265000,267500,80821
2017-07-13,270000,271500,267000,267000,104143
2017-07-14,267500,277000,267500,275500,137634
2017-07-17,278000,278000,273500,273500,84799
2017-07-18,276000,276000,271500,273000,51545
2017-07-19,275000,277500,271500,273500,80427
2017-07-20,276000,276000,271500,276000,88502
2017-07-21,275500,283000,274000,281500,167102
2017-07-24,282000,282000,276000,280500,87344
2017-07-25,281000,281000,276000,278000,89431
2017-07-26,279500,280000,264500,267000,184515
2017-07-27,269000,274000,268000,273000,88198
2017-07-28,270000,273500,267000,267000,95325
2017-07-31,263500,271500,263000,271500,68634
2017-08-01,269500,276000,269500,273500,94478
2017-08-02,273500,276000,269000,270500,93949
2017-08-03,269500,270500,261500,262500,138993
2017-08-04,261000,271000,261000,269000,143041
2017-08-07,275500,282000,275000,275000,190277
2017-08-08,277500,280000,274000,277500,98088
2017-08-09,274500,275500,271500,274000,89080
2017-08-10,270000,277000,270000,273500,100112
2017-08-11,270000,274000,268500,270500,88111
2017-08-14,271500,273500,270500,271500,76613
2017-08-16,278000,279000,271000,273500,115319
2017-08-17,271000,273000,268000,270000,109373
2017-08-18,267500,270000,267000,269000,85374
2017-08-21,268000,269000,263500,265000,109689
2017-08-22,265000,268500,265000,268000,77031
2017-08-23,267000,270000,263000,264500,93475
2017-08-24,264500,271000,264500,270000,86109
2017-08-25,271000,271500,268500,268500,76673
2017-08-28,267500,269500,264500,267500,84394
2017-08-29,268000,268500,264500,268000,66002
2017-08-30,268000,270000,265500,270000,86712
2017-08-31,271500,279000,267000,267500,129053
2017-09-01,269000,272500,266000,270500,83043
2017-09-04,265000,267000,262500,262500,145061
2017-09-05,263500,264000,258000,262500,145736
2017-09-06,263000,263000,259000,259500,85453
2017-09-07,258500,260000,255500,258500,128598
2017-09-08,258000,264500,255000,261000,90486
2017-09-11,263500,264500,261500,262500,58381
2017-09-12,264500,266500,263000,266000,68617
2017-09-13,265000,266500,262000,263000,80506
2017-09-14,263000,264500,259500,261000,109592
2017-09-15,259500,263000,257500,263000,123397
2017-09-18,261500,273000,261500,272500,137563
2017-09-19,275000,275500,268500,270500,82675
2017-09-20,270000,272500,265000,270500,90308
2017-09-21,269000,271500,266000,269500,79931
2017-09-22,268000,270500,265000,270000,100717
2017-09-25,270000,276000,267500,272000,138585
2017-09-26,274000,279500,270500,279000,136258
2017-09-27,282000,289000,279500,287000,231975
2017-09-28,289500,291500,284000,287500,191601
2017-09-29,288500,289500,287000,288000,97190
2017-10-10,288500,300500,285500,300500,193764
2017-10-11,298000,299000,293000,296500,146936
2017-10-12,299500,308500,299000,303000,207992
2017-10-13,303000,312500,301500,307000,131717
2017-10-16,307000,310000,300500,305000,123090
2017-10-17,303500,305000,296000,302000,117679
2017-10-18,300000,304500,298000,302500,87200
2017-10-19,302500,305000,293500,296500,147513
2017-10-20,294000,299000,294000,296500,95490
2017-10-23,295000,300500,293000,300000,74648
2017-10-24,302000,302000,298000,299000,69639
2017-10-25,297000,299500,294000,298500,86625
2017-10-26,297000,298500,291500,292000,111370
2017-10-27,291500,292000,285000,287500,220776
2017-10-30,287500,292500,285000,289000,83756
2017-10-31,288000,291000,284500,289500,141023
2017-11-01,286500,297000,285000,296000,145270
2017-11-02,297500,297500,291000,292000,72858
2017-11-03,293000,295000,288000,291000,63163
2017-11-06,290000,291500,285500,287000,76355
2017-11-07,285500,288500,285500,288500,81006
2017-11-08,288500,288500,283000,286000,147132
2017-11-09,288500,288500,284000,286000,101019
2017-11-10,285000,288500,282500,288000,79627
2017-11-13,286500,289000,280500,281500,96250
2017-11-14,280000,288500,280000,286500,102050
2017-11-15,288500,300500,283500,295000,198599
2017-11-16,296500,303500,295000,297000,133902
2017-11-17,296000,301000,295500,300000,132905
2017-11-20,300500,302000,295500,298000,97766
2017-11-21,297000,297500,292500,296000,79903
2017-11-22,295000,300500,293000,295500,82705
2017-11-23,297500,303000,297500,300000,116176
2017-11-24,298000,299500,296500,298500,49445
2017-11-27,298000,299500,292000,297000,102754
2017-11-28,297000,304500,295000,297000,85899
2017-11-29,297500,301500,296500,299500,72120
2017-11-30,303000,303000,292000,292000,138494
2017-12-01,292000,293500,287500,291500,88464
2017-12-04,291500,298000,291000,297500,96630
2017-12-05,297000,300000,296000,298000,61929
2017-12-06,299000,299500,295000,296500,82969
2017-12-07,296500,299000,295500,298500,101326
2017-12-08,298500,299500,294500,295500,80610
2017-12-11,294000,295000,287000,288000,108283
2017-12-12,288000,289000,282000,285500,94131
2017-12-13,284000,288500,283500,286000,111223
2017-12-14,289500,294000,287000,287000,240282
2017-12-15,286500,287500,270000,284000,421115
2017-12-18,283000,285500,277500,279500,101518
2017-12-19,280000,283500,277000,278500,70559
2017-12-20,278000,288000,277500,285000,140686
2017-12-21,282000,283500,276000,278500,112164
2017-12-22,281000,281500,277500,278500,75010
2017-12-26,281000,282000,277500,279500,135083
2017-12-27,275000,279000,274000,279000,71390
2017-12-28,281000,284000,276000,283000,93028
2018-01-02,283000,284500,279000,283000,72788
2018-01-03,277000,282000,277000,280000,85200
2018-01-04,282000,284500,278000,281000,90041
2018-01-05,281500,289000,279500,288500,106137
2018-01-08,291500,291500,284000,288500,92007
2018-01-09,287500,297000,287000,291500,97786
2018-01-10,291000,295500,290000,291000,88898
2018-01-11,291500,292500,285500,285500,121745
2018-01-12,287000,289500,283000,288500,92494
2018-01-15,287500,288500,284000,287000,64716
2018-01-16,285500,291000,285000,290500,81662
2018-01-17,289500,292500,287500,288500,90848
2018-01-18,287500,298000,287000,296000,112308
2018-01-19,293000,297000,292500,295500,66906
2018-01-22,296000,297000,290500,296000,60116
2018-01-23,296000,302500,294000,302500,120671
2018-01-24,301500,305000,300500,305000,87726
2018-01-25,306000,321500,305500,319500,210974
2018-01-26,318500,326000,318500,324000,148777
2018-01-29,327000,330500,321500,328500,128701
2018-01-30,331000,331000,320000,320500,130618
2018-01-31,319000,321000,314000,318500,110463
2018-02-01,315500,325000,315500,318500,94747
2018-02-02,317000,320000,310000,313500,95989
2018-02-05,313500,314000,304000,307500,110130
2018-02-06,303000,307000,291500,299000,167513
2018-02-07,301500,301500,287500,289000,124800
2018-02-08,288000,298500,288000,294000,143887
2018-02-09,287000,292000,283500,287000,163039
2018-02-12,288000,291000,285500,289000,76372
2018-02-13,289500,297500,288000,291000,92133
2018-02-14,291500,294000,288000,290500,72070
2018-02-19,296000,298000,292000,295000,57534
2018-02-20,292000,296500,291000,292000,61471
2018-02-21,292000,292000,286500,288000,113556
2018-02-22,285500,287000,280000,283000,91573
2018-02-23,285500,292500,283500,291500,88827
2018-02-26,295000,295500,288000,290000,72541
2018-02-27,291000,301500,290500,292500,134836
2018-02-28,291000,293500,284500,284500,177420
2018-03-02,280000,282000,276500,279500,97152
2018-03-05,279000,285000,277000,280000,56440
2018-03-06,287500,300000,287000,295500,178629
2018-03-07,292000,298500,291500,293500,91451
2018-03-08,293000,298000,291000,296000,110292
2018-03-09,296500,306000,294000,302000,99042
2018-03-12,304500,307500,301500,303000,80947
