날짜,시가,고가,저가,종가,거래량
2017-06-13,43750,43900,42800,43150,775760
2017-06-14,43150,43650,42650,43050,958686
2017-06-15,42700,43250,42100,42500,737338
2017-06-16,42500,43300,42100,42100,933687
2017-06-19,42200,42950,42000,42550,567307
2017-06-20,42300,43150,42200,42550,673232
2017-06-21,42350,42400,41150,41750,1348060
2017-06-22,41600,42250,41300,42150,1115803
2017-06-23,42300,43150,42300,42800,826191
2017-06-26,42600,43000,42200,42450,723208
2017-06-27,42050,43050,41950,42000,741924
2017-06-28,42000,44750,41950,44450,2519854
2017-06-29,44750,46600,44700,45300,1274674
2017-06-30,45400,46050,45050,45250,770490
2017-07-03,45250,45850,44850,45600,582472
2017-07-04,46200,46250,45450,45950,641234
2017-07-05,45400,45650,44850,44900,728626
2017-07-06,44700,45850,44700,45500,961205
2017-07-07,45000,45800,44950,45500,509743
2017-07-10,45500,46850,45450,46450,564624
2017-07-11,47000,47150,46450,47100,824125
2017-07-12,47000,47050,45550,46350,649777
2017-07-13,46450,47100,45900,46600,893062
2017-07-14,46750,47900,46250,47900,573503
2017-07-17,48200,48250,47600,48100,670011
2017-07-18,48000,48150,47800,48050,1083521
2017-07-19,48250,48250,47150,47550,959404
2017-07-20,47750,48400,47500,48300,1096036
2017-07-21,49200,50300,48700,50200,1798032
2017-07-24,50500,50600,49800,50600,1226985
2017-07-25,50700,51200,50000,51000,912533
2017-07-26,51200,52000,51000,52000,867827
2017-07-27,51700,51900,50900,51900,1040425
2017-07-28,51200,51600,50400,50600,1099794
2017-07-31,49500,51100,49500,51000,900254
2017-08-01,50400,52100,50300,51700,1119918
2017-08-02,51400,51500,50500,50800,798920
2017-08-03,50200,51000,49850,50900,1036148
2017-08-04,50400,51000,50400,50700,636128
2017-08-07,50500,51600,50000,51400,553732
2017-08-08,51400,51400,50500,50800,426694
2017-08-09,50200,50700,49550,49700,982997
2017-08-10,48850,50100,48400,49700,1571657
2017-08-11,48800,49500,48100,48300,1441924
2017-08-14,48050,49900,48050,49500,501134
2017-08-16,49600,50200,49600,50200,712779
2017-08-17,49800,50500,49800,50200,624449
2017-08-18,49600,50400,49600,50000,567058
2017-08-21,49900,50000,49500,49650,354826
2017-08-22,49650,50100,48850,49200,670227
2017-08-23,49500,49700,48550,49250,737120
2017-08-24,49200,49550,48500,48650,547493
2017-08-25,48950,50600,48800,50500,666463
2017-08-28,50500,50500,49650,50100,487351
2017-08-29,49700,50200,49200,50200,626883
2017-08-30,49750,50500,49450,49600,753448
2017-08-31,49400,49500,48400,49000,1084470
2017-09-01,48700,48850,48150,48300,768962
2017-09-04,47000,47900,46300,47650,619709
2017-09-05,47650,47700,44450,45000,2791230
2017-09-06,44300,44300,43250,43850,2595336
2017-09-07,44100,45150,44100,45150,934825
2017-09-08,45200,45250,44050,44550,945391
2017-09-11,44600,45850,44550,45450,709532
2017-09-12,45700,46100,45050,45250,714582
2017-09-13,45350,46050,44400,45750,831414
2017-09-14,45750,45900,44900,45750,878852
2017-09-15,45450,46250,44800,46050,712272
2017-09-18,46050,47750,45850,47100,740068
2017-09-19,47100,47950,46600,47450,712656
2017-09-20,47450,47850,46850,47650,646661
2017-09-21,47400,49050,47250,48900,1012758
2017-09-22,49750,50400,49150,50100,1363911
2017-09-25,49800,49850,48250,48550,796090
2017-09-26,48250,48300,45550,47250,1379519
2017-09-27,46900,47050,45900,46250,797313
2017-09-28,46250,47950,45850,47900,762997
2017-09-29,47800,48650,47250,47350,656153
2017-10-10,48950,49700,48450,49500,1575860
2017-10-11,49600,49850,48450,48700,823228
2017-10-12,48100,49550,48100,49500,982586
2017-10-13,49000,49600,48400,48700,516587
2017-10-16,48600,48800,47450,47450,823408
2017-10-17,48000,48650,47150,47150,836055
2017-10-18,47150,47300,46450,46750,557443
2017-10-19,47150,47850,46600,47400,901786
2017-10-20,47450,48050,46600,47300,587526
2017-10-23,47300,47400,46800,46900,842391
2017-10-24,46900,49150,46550,48750,1041404
2017-10-25,49000,50400,48950,50000,1024666
2017-10-26,50300,50500,48800,48800,687700
2017-10-27,49200,49350,48100,48250,664423
2017-10-30,48400,49400,48200,49050,738515
2017-10-31,48750,48800,47650,47950,815787
2017-11-01,47200,48300,47200,47900,968279
2017-11-02,47900,48350,47550,48200,671910
2017-11-03,48600,49000,48200,48550,486619
2017-11-06,48150,48650,46800,47000,822798
2017-11-07,46750,47300,45600,46300,1310761
2017-11-08,45850,46100,45450,45650,921647
2017-11-09,45650,46200,45150,46200,762756
2017-11-10,45900,46200,45550,45850,692885
2017-11-13,45500,45950,45100,45350,524986
2017-11-14,45400,46050,45350,45700,532796
2017-11-15,45300,46200,45200,45850,736866
2017-11-16,46400,47700,46200,47600,1078470
2017-11-17,47250,47400,46150,46300,1138941
2017-11-20,46300,46700,46150,46300,548237
2017-11-21,46400,46450,45800,45850,470387
2017-11-22,45850,46950,45850,46550,526875
2017-11-23,46750,46900,46100,46100,306919
2017-11-24,46000,46350,45600,45850,490257
2017-11-27,45850,46850,45800,46600,750217
2017-11-28,46800,48350,46600,47700,1046287
2017-11-29,48100,48150,47150,47700,586643
2017-11-30,48350,48550,47450,47450,1658379
2017-12-01,47450,47950,45550,45650,968641
2017-12-04,45750,46900,45750,46700,630527
2017-12-05,46700,47300,46650,46900,607437
2017-12-06,47200,47800,47000,47550,798021
2017-12-07,47450,47550,46400,46650,833447
2017-12-08,46550,47100,46150,46950,670506
2017-12-11,46900,47300,46450,47200,669775
2017-12-12,46600,47200,46250,46300,704061
2017-12-13,46350,48100,46350,48000,1003762
2017-12-14,48000,49850,47900,48850,1970830
2017-12-15,49400,49750,49150,49350,996657
2017-12-18,49500,49850,48800,49500,748869
2017-12-19,49050,49900,48950,49150,617118
2017-12-20,49050,50500,48850,50500,825125
2017-12-21,50200,51200,50000,50800,913166
2017-12-22,50900,51000,50300,50300,642143
2017-12-26,50400,51600,50400,51400,669668
2017-12-27,50600,50600,49500,50100,564208
2017-12-28,50000,50000,49300,49800,403626
2018-01-02,49800,51100,49550,50900,569430
2018-01-03,50000,51500,50000,51400,708652
2018-01-04,51800,51800,50600,51300,741230
2018-01-05,51700,52500,51500,52300,846844
2018-01-08,52900,54300,52600,54200,727704
2018-01-09,54900,55000,53900,54600,821184
2018-01-10,54400,55900,53900,54400,1006194
2018-01-11,53900,55500,53300,55100,1072349
2018-01-12,56000,56000,54500,55200,782191
2018-01-15,55100,55800,54100,54300,465670
2018-01-16,54300,54600,52800,53700,732481
2018-01-17,53200,54200,53200,53700,481356
2018-01-18,53500,54400,53400,54000,797193
2018-01-19,53900,55500,53900,55500,651573
2018-01-22,55500,56000,52900,53300,1118518
2018-01-23,53300,54600,52800,54500,1098598
2018-01-24,53900,54300,52600,52700,1005097
2018-01-25,52400,53100,51700,51900,902125
2018-01-26,51200,52200,50900,51200,1359577
2018-01-29,51600,52300,50700,50900,1289715
2018-01-30,51300,52800,51100,51600,991389
2018-01-31,51300,52400,49700,52100,902836
2018-02-01,51500,52000,51000,51200,789616
2018-02-02,50900,51700,50600,51400,671922
