날짜,시가,고가,저가,종가,거래량
2017-06-09,85800,86400,84700,86100,523707
2017-06-12,85100,85700,82300,82400,1006493
2017-06-13,81700,84000,81700,83700,579653
2017-06-14,84800,86400,84500,85100,723879
2017-06-15,84200,86400,84200,86000,621311
2017-06-16,85600,89500,85500,89400,1111493
2017-06-19,90300,94300,89900,93800,1173788
2017-06-20,95400,96500,93400,94100,801933
2017-06-21,93200,96100,91000,95000,824813
2017-06-22,96300,100000,96000,100000,1925614
2017-06-23,101500,102500,99100,100500,729619
2017-06-26,101000,110000,99600,110000,1520608
2017-06-27,110500,112000,106500,109500,1404877
2017-06-28,106500,108000,102000,102500,1868011
2017-06-29,104500,105500,99900,101500,1771828
2017-06-30,99500,103000,98700,102000,1157677
2017-07-03,101500,103000,96600,97500,1559815
2017-07-04,97200,99800,96400,98100,1035575
2017-07-05,98900,103000,98700,101500,1277231
2017-07-06,103000,104000,98500,99800,1256348
2017-07-07,98500,102000,98500,99300,698903
2017-07-10,101000,101500,98500,99300,560828
2017-07-11,100000,102000,99500,102000,812891
2017-07-12,103000,104000,99600,100000,717474
2017-07-13,101500,106500,100500,104500,1521245
2017-07-14,106000,108500,103500,104000,1009714
2017-07-17,105500,106500,103500,106000,691856
2017-07-18,105500,107000,104500,105500,432968
2017-07-19,106000,106500,101000,102000,992179
2017-07-20,102500,103000,99700,102000,886832
2017-07-21,102000,106000,101000,106000,1142843
2017-07-24,108000,109000,105000,106500,996745
2017-07-25,106500,107000,103000,103500,695550
2017-07-26,102500,103500,99100,99500,1337274
2017-07-27,99500,102500,99300,100000,840017
2017-07-28,99100,99400,91500,91900,2581821
2017-07-31,90500,94700,89100,93700,1449073
2017-08-01,92300,95200,92000,92600,1074159
2017-08-02,95900,96800,94300,95200,1106105
2017-08-03,95700,96000,91600,92700,929298
2017-08-04,92600,94300,90500,93700,797859
2017-08-07,94400,95300,93700,93800,519340
2017-08-08,94300,96500,94300,96200,688875
2017-08-09,95300,95800,92600,92800,748961
